k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
168,OK,-126,98,1193,1193,365.74,604.4,588.83,607.4,464.11,783.05
169,OK,-95,106,1203,1203,397.99,611.22,622.73,621.61,501.87,797.98
170,OK,-21,141,1166,1166,456.53,625.85,673.13,651.67,559.89,810.2
171,OK,12,122,1157,1157,485.1,601.06,699.5,629.79,589.12,785.29
172,OK,54,95,1127,1127,512.86,568.22,722.23,591.71,618.14,737.14
173,OK,136,93,1040,1040,557.19,523.95,748.45,559.49,659.99,684.6
174,OK,167,50,1043,1043,592.62,478.28,782.97,520.93,689.8,642.58
175,OK,223,58,984,984,622.67,458.71,801.12,503.86,719.94,619.92
176,OK,196,30,1009,1009,605.06,447.97,789.69,487.22,702.64,601.74
177,OK,151,15,1050,1050,579.14,458.69,773.27,487.82,677.0,608.54
178,OK,117,43,1066,1066,553.36,493.55,750.93,520.57,648.93,645.14
179,OK,108,48,1062,1062,539.37,500.4,736.69,522.98,640.21,647.66
180,OK,40,48,1102,1102,488.51,519.22,694.2,531.04,591.31,673.13
181,OK,10,44,1116,1116,464.92,527.7,673.47,533.12,567.12,675.27
182,OK,-12,47,1124,1124,446.61,534.89,656.82,531.22,550.07,685.89
183,OK,-9,56,1114,1114,442.76,543.13,650.92,534.37,549.25,687.89
184,OK,-19,60,1127,1127,437.22,552.78,647.51,539.98,546.11,699.75
185,OK,-29,65,1130,1130,429.63,559.01,640.45,544.83,538.85,708.36
186,OK,-23,71,1127,1127,431.4,562.05,641.73,548.48,544.19,713.19
187,OK,-9,81,1117,1117,438.54,571.59,646.87,555.76,556.06,715.5
188,OK,-19,65,1151,1151,444.09,568.16,658.69,552.4,560.87,721.18
189,OK,-10,68,1162,1162,460.05,565.94,677.34,567.6,574.11,732.4
190,OK,16,72,1136,1136,474.19,560.82,686.54,563.56,588.15,717.85
191,OK,32,75,1118,1118,483.8,551.24,692.75,560.11,594.75,712.73
192,OK,37,71,1117,1117,487.27,546.86,696.08,553.66,599.89,709.25
193,OK,47,66,1109,1109,494.34,539.66,701.53,548.53,605.51,697.63
194,OK,38,64,1122,1122,491.6,542.29,701.18,552.38,602.06,704.4
195,OK,44,62,1131,1131,500.68,541.41,711.88,552.29,612.51,707.64
196,OK,70,75,1114,1114,518.59,547.7,726.66,559.83,633.12,711.5
197,OK,87,69,1097,1097,527.5,533.67,732.18,548.73,640.56,694.17
198,OK,73,30,1087,1087,513.01,491.71,715.49,510.3,618.7,646.87
199,OK,51,-14,1046,1046,476.63,440.33,672.15,446.77,573.89,574.79
200,OK,29,-33,999,999,438.17,415.32,624.8,405.84,525.58,522.92
201,OK,4,-75,976,976,403.86,375.79,585.29,355.68,490.68,462.21
202,OK,-17,-88,970,970,381.53,366.07,561.38,341.51,466.2,440.72
203,OK,-39,-74,943,943,350.1,368.48,524.66,342.7,426.64,440.4
204,OK,-61,-68,951,951,330.76,381.29,505.61,348.19,411.25,450.38
205,OK,-91,-42,963,963,306.81,408.51,482.01,366.95,386.19,490.79
206,OK,-89,3,938,938,299.69,437.87,470.18,396.24,375.2,528.91
207,OK,-97,42,936,936,289.0,470.48,458.53,426.6,369.07,573.45
208,OK,-121,37,978,978,280.51,487.0,457.26,439.86,368.05,589.87
209,OK,-118,49,997,997,287.54,505.02,467.94,457.98,382.27,614.22
210,OK,-127,44,1026,1026,291.93,509.27,479.24,467.22,388.0,626.78
211,OK,-124,47,1041,1041,298.77,522.73,487.63,475.76,399.44,635.93
212,OK,-121,50,1044,1044,304.76,524.26,494.83,479.9,402.49,642.28
213,OK,-111,52,1039,1039,311.77,524.77,500.77,479.27,410.44,641.54
214,OK,-111,43,1059,1059,318.81,520.64,512.58,479.37,420.72,645.45
215,OK,-109,38,1079,1079,329.79,521.01,528.47,486.19,431.03,650.95
216,OK,-82,56,1056,1056,346.93,529.98,541.8,498.2,448.71,655.49
217,OK,-77,60,1076,1076,360.43,541.64,559.57,512.91,463.37,669.22
218,OK,-64,81,1093,1093,380.51,564.46,582.94,536.62,483.58,703.94
219,OK,-46,94,1108,1108,401.38,583.17,607.6,562.49,512.99,724.17
220,OK,-28,123,1103,1103,417.41,602.9,623.14,588.21,527.29,753.77
221,OK,2,108,1091,1091,443.5,579.06,647.61,576.89,550.24,728.28
222,OK,40,67,1066,1066,474.34,522.92,672.91,540.4,572.76,670.03
223,OK,67,48,1044,1044,492.07,493.95,686.17,514.52,590.54,637.01
224,OK,88,34,1037,1037,508.63,474.08,701.18,497.57,608.26,619.89
225,OK,91,31,1050,1050,516.79,476.14,711.68,499.57,618.7,626.0
226,OK,111,55,1029,1029,527.9,489.3,718.25,517.29,628.24,634.9
227,OK,108,63,1036,1036,527.65,503.46,719.77,528.7,629.26,647.14
228,OK,89,68,1047,1047,514.09,508.16,708.18,533.4,614.79,662.17
229,OK,74,66,1053,1053,502.19,509.4,697.57,534.82,600.42,663.01
230,OK,42,56,1077,1077,481.61,516.2,682.15,535.8,579.69,662.58
231,OK,33,50,1076,1076,473.07,514.49,673.72,530.98,570.34,653.28
232,OK,59,70,1041,1041,481.29,513.44,674.69,535.69,580.03,656.58
233,OK,59,71,1046,1046,484.15,515.12,678.37,538.93,583.16,662.35
234,OK,80,89,1036,1036,501.0,522.16,692.06,553.91,599.73,677.71
235,OK,72,84,1058,1058,503.45,523.87,698.46,557.17,601.52,685.71
236,OK,89,89,1066,1066,519.35,534.03,717.13,558.73,627.09,697.77
237,OK,103,90,1069,1069,531.4,535.73,729.37,564.29,643.77,699.63
238,OK,90,87,1077,1077,525.0,535.29,724.11,565.1,632.77,700.06
239,OK,58,76,1084,1084,499.77,529.75,700.83,555.93,601.34,693.79
240,OK,2,64,1090,1090,447.7,529.19,651.29,539.49,544.81,683.82
241,OK,-21,72,1064,1064,413.9,536.2,612.82,533.71,509.95,674.7
242,OK,-55,40,1093,1093,391.72,514.56,596.08,511.77,488.12,659.3
243,OK,-66,32,1102,1102,385.01,513.53,590.96,507.46,482.66,656.3
244,OK,-33,45,1070,1070,404.28,514.94,604.25,508.77,501.29,649.27
245,OK,-6,53,1074,1074,431.27,518.45,632.13,520.02,530.83,662.24
246,OK,35,56,1068,1068,470.04,512.91,668.94,531.13,568.62,658.99
247,OK,44,53,1074,1074,481.38,513.14,681.32,532.25,581.89,658.83
248,OK,41,51,1074,1074,478.38,511.23,678.43,530.34,578.55,656.11
249,OK,29,51,1072,1072,467.63,508.19,667.01,528.84,563.44,655.77
250,OK,-15,43,1086,1086,431.46,509.59,634.28,519.58,524.64,658.69
251,OK,-49,26,1089,1089,397.74,502.38,601.35,499.11,491.0,640.47
252,OK,-58,4,1093,1093,387.32,486.88,591.39,473.8,486.71,620.84
253,OK,-32,-8,1083,1083,410.72,463.51,613.32,461.81,507.41,603.42
254,OK,10,-17,1072,1072,447.69,448.52,648.12,455.72,545.82,587.87
255,OK,41,-23,1061,1061,474.73,433.63,672.34,452.02,569.21,572.28
256,OK,50,-14,1051,1051,478.4,436.05,674.39,451.69,574.15,578.56
257,OK,17,-22,1080,1080,459.27,441.11,660.78,455.57,555.28,587.74
258,OK,-2,-23,1080,1080,441.12,443.56,642.72,454.68,535.65,585.96
259,OK,-26,-8,1077,1077,416.38,458.04,617.72,466.45,508.86,599.35
260,OK,-23,16,1065,1065,413.26,480.45,612.35,483.02,507.0,615.03
261,OK,0,30,1066,1066,434.78,490.24,634.13,493.88,532.92,634.06
262,OK,15,38,1064,1064,449.61,495.08,648.37,503.35,546.08,641.66
263,OK,36,49,1068,1068,470.23,506.98,669.35,523.24,570.96,651.16
264,OK,36,58,1076,1076,475.14,517.71,675.4,536.82,573.32,664.84
265,OK,38,70,1076,1076,479.36,526.26,679.03,551.19,573.44,678.49
266,OK,39,81,1080,1080,481.59,535.02,682.08,558.99,577.59,696.29
267,OK,20,67,1104,1104,471.74,532.56,677.2,553.4,569.97,695.41
268,OK,16,66,1108,1108,469.85,532.4,675.93,553.26,568.2,697.23
269,OK,23,68,1101,1101,473.09,533.14,677.96,553.39,570.79,693.78
270,OK,36,77,1084,1084,479.21,537.15,681.11,555.61,577.43,692.58
271,OK,46,84,1077,1077,486.87,538.75,686.97,561.32,582.61,695.64
272,OK,44,80,1082,1082,486.05,537.98,687.31,558.45,584.94,695.64
273,OK,31,75,1097,1097,479.05,537.94,683.33,557.06,577.16,700.06
274,OK,32,78,1091,1091,478.11,539.67,681.14,559.16,575.13,696.89
275,OK,17,44,1109,1109,471.6,518.54,677.95,539.68,567.72,668.54
276,OK,7,24,1089,1089,454.79,488.43,658.24,499.19,547.38,642.36
277,OK,-3,-17,1058,1058,433.69,440.47,631.28,450.88,520.29,578.47
278,OK,-8,-58,1030,1030,418.75,399.47,611.45,398.79,500.56,516.31
279,OK,-2,-101,966,966,396.77,346.91,576.55,329.41,476.49,425.91
280,OK,19,-101,896,896,392.09,319.94,558.64,300.92,460.29,385.22
281,OK,5,-133,906,906,381.7,302.09,548.7,273.26,452.55,353.41
282,OK,22,-117,860,860,380.73,303.23,537.97,269.36,445.62,341.33
283,OK,39,-106,822,822,383.04,300.61,533.21,267.57,442.71,325.96
284,OK,43,-99,821,821,384.99,305.23,534.81,271.34,447.75,335.0
285,OK,69,-76,788,788,398.0,312.85,542.43,283.5,456.18,338.54
286,OK,66,-80,810,810,402.15,319.78,549.62,285.32,467.33,347.53
287,OK,70,-68,807,807,404.55,329.03,551.14,293.31,468.54,360.57
288,OK,73,-58,792,792,403.18,329.85,547.19,294.8,464.16,365.03
289,OK,68,-60,801,801,400.7,328.16,546.78,294.86,462.39,369.28
290,OK,46,-54,809,809,384.0,337.29,530.64,299.67,443.35,382.65
291,OK,32,-67,827,827,377.18,332.77,527.29,295.54,438.63,378.29
292,OK,11,-69,828,828,360.52,330.63,511.43,295.56,415.37,378.53
293,OK,-2,-69,849,849,354.66,340.94,509.23,304.36,413.33,388.54
294,OK,-31,-62,905,905,351.26,361.12,518.51,334.8,407.68,432.69
295,OK,-32,-52,969,969,371.03,392.09,551.24,372.48,443.26,482.57
296,OK,-10,-11,991,991,397.35,430.99,582.6,424.01,480.91,540.6
297,OK,12,13,1014,1014,429.97,449.97,618.96,466.36,514.9,583.48
298,OK,31,62,1021,1021,452.0,493.74,642.27,508.77,535.54,644.3
299,OK,33,70,1033,1033,460.08,505.71,652.14,525.89,542.9,658.17
300,OK,59,83,1029,1029,482.58,512.27,672.79,541.32,570.23,667.26
301,OK,66,84,1028,1028,488.44,515.56,678.99,541.7,577.44,667.68
302,OK,82,91,1025,1025,503.01,517.56,692.18,548.46,592.1,674.97
303,OK,85,95,1026,1026,507.53,521.38,696.99,551.45,595.36,681.06
304,OK,98,109,1009,1009,510.91,528.04,697.96,553.65,599.64,685.48
305,OK,76,103,1026,1026,500.94,531.66,690.94,558.85,583.55,688.05
306,OK,88,95,1024,1024,508.33,523.74,698.16,548.53,597.99,678.1
307,OK,65,99,1035,1035,496.05,529.93,686.65,563.66,574.32,685.71
308,OK,64,92,1034,1034,492.8,527.63,684.22,555.58,575.33,678.31
309,OK,61,93,1040,1040,491.46,530.56,684.04,557.87,574.88,682.25
310,OK,0,85,1087,1087,454.06,541.54,656.02,564.77,531.62,703.19
311,OK,-5,105,1037,1037,430.47,545.94,623.96,559.2,500.31,695.23
312,OK,-30,101,1043,1043,407.8,543.38,602.41,557.2,477.37,694.7
313,OK,-60,91,1080,1080,393.94,548.68,595.1,567.7,466.42,704.45
314,OK,-82,85,1096,1096,378.09,549.93,582.07,569.64,452.4,707.33
315,OK,-86,90,1094,1094,371.65,555.92,575.46,573.87,449.28,710.29
316,OK,-83,112,1081,1081,365.99,572.2,567.61,586.29,447.87,725.41
317,OK,-82,118,1089,1089,370.3,578.46,573.31,594.27,452.88,738.19
318,OK,-71,103,1102,1102,387.17,570.83,592.45,589.8,470.86,729.46
319,OK,-59,85,1117,1117,407.78,553.13,614.36,584.41,488.71,719.22
320,OK,-12,85,1087,1087,438.93,543.77,641.15,564.27,523.12,703.88
321,OK,-1,57,1107,1107,459.7,521.57,664.76,549.85,543.73,686.24
322,OK,46,50,1075,1075,488.34,503.73,687.51,531.75,578.89,656.61
323,OK,86,61,1040,1040,511.86,496.06,703.63,528.67,604.49,650.81
324,OK,104,76,1033,1033,527.31,505.68,717.64,539.08,619.08,662.04
325,OK,113,74,1028,1028,534.83,503.92,724.34,535.79,624.98,656.29
326,OK,95,47,1065,1065,533.25,492.03,729.35,527.38,623.81,649.68
327,OK,102,48,1048,1048,531.6,489.35,725.16,520.46,623.78,640.11
328,OK,93,44,1057,1057,528.53,486.46,723.05,521.48,617.58,640.6
329,OK,94,58,1036,1036,520.26,493.48,711.76,523.34,609.97,643.8
330,OK,85,59,1044,1044,514.35,496.54,707.18,527.71,604.99,651.48
331,OK,57,49,1058,1058,491.07,495.68,687.39,520.35,583.8,648.53
332,OK,27,43,1077,1077,467.03,505.58,668.15,515.51,563.67,652.85
333,OK,5,72,1060,1060,439.16,526.31,637.41,526.47,532.87,677.7
334,OK,1,99,1047,1047,429.22,550.03,624.96,546.84,522.77,696.46
335,OK,-18,106,1042,1042,407.9,557.9,602.46,547.44,501.53,702.17
336,OK,-51,90,1068,1068,387.83,556.01,586.98,541.33,480.46,701.24
337,OK,-62,77,1064,1064,375.18,540.33,573.75,528.23,467.46,683.83
338,OK,-61,79,1067,1067,377.61,540.26,577.15,536.75,467.81,685.86
339,OK,-56,56,1070,1070,382.36,522.81,582.33,515.42,476.33,663.7
340,OK,-35,44,1058,1058,401.21,503.46,599.04,505.79,489.64,641.53
341,OK,28,47,1029,1029,450.79,487.01,642.97,496.3,537.82,630.35
342,OK,58,25,1026,1026,479.0,467.16,670.17,483.42,569.2,602.31
343,OK,61,3,1056,1056,493.96,456.98,690.23,479.47,586.11,595.37
344,OK,74,5,1042,1042,500.68,453.65,694.46,474.42,593.97,589.46
345,OK,63,3,1030,1030,484.62,444.26,676.81,458.24,576.22,584.81
346,OK,39,-6,1033,1033,462.25,440.43,655.3,446.24,551.91,577.91
347,OK,12,-18,1002,1002,426.4,423.74,613.76,419.51,507.67,544.78
348,OK,4,-53,988,988,411.26,390.19,595.77,381.28,493.29,497.31
349,OK,10,-91,942,942,396.47,350.74,571.65,331.1,478.63,420.19
350,OK,15,-102,911,911,390.18,334.31,558.21,305.88,467.37,386.51
351,OK,17,-105,895,895,387.67,332.73,552.53,303.93,458.14,365.97
352,OK,15,-108,898,898,387.85,333.22,553.44,305.65,458.07,363.77
353,OK,16,-110,902,902,389.85,333.7,556.25,305.8,461.35,363.14
354,OK,15,-112,906,906,391.25,335.84,558.35,307.45,462.75,361.77
355,OK,17,-99,905,905,391.64,340.82,558.94,314.97,463.3,379.55
356,OK,8,-80,911,911,385.2,355.15,552.8,323.95,457.39,411.54
357,OK,-18,-92,966,966,381.23,365.11,560.18,340.11,459.32,431.3
