k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
40,OK,-48,273,854,854,285.54,596.11,503.45,625.02,363.75,789.79
41,OK,-36,278,847,847,293.28,601.12,509.83,626.71,372.56,788.73
42,OK,-42,263,866,866,296.94,594.36,518.29,621.34,376.19,784.97
43,OK,-29,260,857,857,303.52,591.65,522.95,615.17,385.86,773.52
44,OK,-30,251,863,863,305.99,583.77,526.71,610.66,386.89,767.22
45,OK,-28,228,887,887,315.0,571.32,541.84,597.57,403.45,757.94
46,OK,-3,223,880,880,337.64,557.56,561.25,593.81,424.95,750.41
47,OK,81,234,845,845,403.28,557.02,617.56,595.25,497.45,735.97
48,OK,124,229,836,836,446.73,546.69,656.7,594.39,533.6,724.32
49,OK,158,211,817,817,476.13,515.06,680.44,565.51,555.18,698.45
50,OK,199,197,771,771,495.1,490.66,689.48,531.27,577.34,654.85
51,OK,246,167,759,759,537.97,455.47,727.05,504.88,618.88,613.82
52,OK,270,160,743,743,557.04,446.36,741.5,497.32,634.5,591.12
53,OK,289,177,736,736,571.59,457.37,755.22,504.14,652.58,609.3
54,OK,278,187,750,750,564.92,472.4,752.37,518.64,648.28,629.24
55,OK,273,215,745,745,552.38,501.1,739.85,542.29,644.49,654.3
56,OK,243,231,776,776,536.81,522.22,731.53,566.77,629.58,693.98
57,OK,188,235,798,798,495.08,533.07,695.8,577.63,579.21,712.88
58,OK,151,234,825,825,468.02,546.59,676.81,586.14,554.01,726.57
59,OK,110,234,834,834,431.18,555.81,643.36,588.96,518.09,729.81
60,OK,91,222,846,846,413.67,556.03,630.47,578.77,506.83,723.81
61,OK,88,210,838,838,408.91,539.88,623.47,563.8,497.9,706.45
62,OK,92,201,832,832,411.55,527.55,624.09,554.19,498.86,693.32
63,OK,73,201,852,852,399.89,538.25,618.03,562.43,490.35,705.03
64,OK,59,205,862,862,391.06,544.07,611.69,568.08,479.58,715.98
65,OK,69,226,834,834,388.51,555.43,602.3,575.61,476.87,720.57
66,OK,57,230,823,823,372.87,558.47,584.39,572.86,458.73,718.21
67,OK,6,186,821,821,317.92,527.43,529.08,514.89,410.49,672.75
68,OK,5,173,773,773,294.56,504.91,490.2,468.04,391.04,632.22
69,OK,11,158,728,728,285.36,470.41,469.9,437.56,373.81,591.94
70,OK,23,140,703,703,286.73,448.33,463.89,410.45,373.28,553.71
71,OK,22,138,687,687,281.61,443.32,453.07,399.96,363.23,540.81
72,OK,32,140,688,688,289.21,448.6,459.56,399.56,378.08,545.4
73,OK,50,138,681,681,304.56,444.3,473.7,397.93,392.13,535.05
74,OK,72,133,657,657,317.78,435.91,479.53,386.48,403.17,510.95
75,OK,81,132,644,644,323.54,427.63,482.72,380.5,404.33,504.5
76,OK,94,133,631,631,329.67,426.31,484.43,377.02,411.81,494.96
77,OK,102,127,623,623,334.74,420.13,486.77,368.44,417.19,483.02
78,OK,105,128,619,619,336.35,419.24,488.01,369.62,417.0,480.92
79,OK,103,140,625,625,337.43,429.73,490.55,380.22,417.79,499.23
80,OK,93,133,644,644,334.17,434.66,491.58,381.98,418.25,503.57
81,OK,91,139,645,645,333.0,437.83,491.2,387.14,414.95,510.97
82,OK,89,140,659,659,333.96,444.87,496.02,394.32,421.19,519.38
83,OK,96,141,656,656,340.17,447.24,500.52,394.16,428.74,517.94
84,OK,98,140,662,662,343.65,447.99,505.53,394.55,434.7,521.94
85,OK,96,139,646,646,338.47,439.51,497.67,391.41,419.94,509.85
86,OK,104,131,645,645,346.32,430.51,505.49,382.71,426.15,501.27
87,OK,110,126,647,647,351.21,427.13,510.33,377.33,436.24,497.4
88,OK,116,120,639,639,351.88,422.18,508.02,369.76,440.36,483.02
89,OK,114,122,641,641,351.51,425.28,507.44,370.93,439.36,487.35
90,OK,111,122,647,647,350.28,425.39,508.16,372.38,439.58,491.29
91,OK,118,106,644,644,355.83,405.33,515.52,360.23,445.5,473.95
92,OK,129,88,639,639,363.83,388.85,520.35,338.12,455.15,450.72
93,OK,136,91,614,614,364.68,379.12,516.04,333.5,447.43,440.87
94,OK,138,85,619,619,366.99,379.19,518.58,329.54,453.08,433.97
95,OK,137,85,621,621,365.04,380.67,516.69,329.81,453.17,435.4
96,OK,130,81,630,630,362.43,382.39,516.66,331.62,451.17,435.93
97,OK,127,77,642,642,363.16,381.02,521.0,331.86,454.38,440.65
98,OK,120,72,663,663,363.07,385.33,525.8,333.81,458.59,446.44
99,OK,115,70,686,686,364.35,391.88,533.61,340.9,467.71,459.68
100,OK,126,85,673,673,369.84,401.15,536.04,351.92,472.73,466.68
101,OK,126,107,666,666,370.18,411.46,535.76,366.84,466.0,491.2
102,OK,132,132,670,670,379.05,432.34,546.78,391.94,472.56,521.93
103,OK,143,133,676,676,391.82,432.8,563.06,401.03,484.91,525.37
104,OK,162,143,666,666,408.72,429.62,579.64,413.52,495.85,531.39
105,OK,170,147,668,668,416.82,432.66,588.14,416.27,506.72,538.4
106,OK,170,146,676,676,418.86,439.14,591.98,419.35,512.23,539.14
107,OK,176,155,672,672,422.99,445.1,595.44,428.99,515.64,546.48
108,OK,182,175,677,677,428.14,463.08,601.43,443.72,525.27,572.83
109,OK,170,186,700,700,424.45,486.26,602.33,457.28,528.27,601.27
110,OK,161,194,709,709,418.64,496.73,599.11,469.01,522.19,613.2
111,OK,161,205,695,695,416.62,501.89,594.22,479.13,512.44,614.92
112,OK,157,200,706,706,415.26,507.87,594.99,479.78,516.32,614.03
113,OK,150,201,711,711,409.76,509.68,590.53,479.79,511.61,618.44
114,OK,148,198,719,719,407.19,511.0,588.78,474.5,516.63,621.77
115,OK,159,181,728,728,413.69,518.26,590.42,455.58,544.12,605.0
116,OK,164,178,736,736,417.01,525.33,592.83,454.18,560.79,603.53
117,OK,151,189,741,741,406.86,532.0,586.05,466.2,546.9,619.6
118,OK,126,193,747,747,387.71,533.01,571.48,475.82,519.08,628.76
119,OK,108,200,746,746,373.77,531.34,560.46,485.7,495.61,639.0
120,OK,101,203,749,749,370.11,530.9,558.05,487.83,486.18,644.96
121,OK,102,204,751,751,373.1,535.25,561.87,492.57,486.64,644.59
122,OK,103,205,754,754,377.32,532.91,568.1,496.05,487.3,651.3
123,OK,110,205,763,763,386.61,532.26,580.46,499.61,499.17,656.77
124,OK,115,209,760,760,394.04,530.29,588.09,504.19,500.11,661.29
125,OK,137,220,738,738,407.59,530.72,596.17,507.52,511.64,659.49
126,OK,133,204,754,754,409.19,520.9,602.02,498.42,516.3,652.53
127,OK,147,198,727,727,412.47,501.6,598.61,481.04,514.81,630.95
128,OK,144,187,727,727,409.93,491.2,596.16,470.95,511.95,618.99
129,OK,162,157,699,699,414.51,459.44,592.72,433.88,519.21,565.75
130,OK,164,127,682,682,417.18,426.71,591.56,404.65,506.74,520.65
131,OK,195,105,642,642,432.02,391.6,596.09,370.44,519.1,472.38
132,OK,200,72,646,646,436.63,369.72,599.94,338.19,527.85,436.27
133,OK,206,71,615,615,427.8,368.08,579.1,320.75,523.27,412.96
134,OK,206,67,596,596,423.38,357.75,570.69,314.7,511.91,393.86
135,OK,203,67,587,587,416.7,352.13,562.7,312.96,502.74,389.34
136,OK,203,78,583,583,416.56,360.95,561.67,321.96,499.46,396.89
137,OK,194,100,600,600,416.15,380.44,567.41,348.21,496.49,435.7
138,OK,194,114,604,604,417.45,394.19,569.9,362.58,499.33,454.6
139,OK,191,123,606,606,414.88,399.64,568.18,369.87,497.01,467.31
140,OK,197,132,594,594,415.96,402.66,566.54,374.73,496.83,471.12
141,OK,192,129,606,606,415.22,403.68,568.84,375.39,499.76,476.25
142,OK,187,124,615,615,413.26,401.49,569.28,373.56,498.73,475.61
143,OK,179,128,628,628,409.32,409.9,568.65,381.36,497.21,489.5
144,OK,173,136,632,632,406.67,421.5,566.37,389.36,492.96,500.26
145,OK,179,156,655,655,416.78,443.18,583.32,416.62,513.21,537.46
146,OK,184,173,654,654,419.44,459.67,585.54,432.31,519.51,554.72
147,OK,178,186,654,654,413.73,469.8,580.01,442.71,513.13,570.91
148,OK,185,188,651,651,420.23,469.42,586.0,444.44,518.6,570.82
149,OK,182,178,665,665,421.71,466.87,590.71,439.42,523.51,567.51
150,OK,184,171,664,664,424.14,460.02,593.55,436.5,523.76,559.34
151,OK,184,174,658,658,422.84,459.11,590.89,437.82,519.34,558.27
152,OK,184,179,662,662,423.77,462.91,592.96,442.54,522.1,568.61
153,OK,169,178,678,678,413.53,470.15,586.66,447.11,516.36,577.26
154,OK,131,175,697,697,385.52,478.88,562.13,447.28,485.98,584.0
155,OK,111,172,716,716,372.08,484.81,553.63,452.17,475.95,592.85
156,OK,90,175,746,746,359.82,503.7,548.23,466.03,473.03,611.94
157,OK,70,191,777,777,352.52,521.75,551.38,498.72,465.12,649.0
158,OK,75,243,769,769,355.64,561.12,552.77,541.39,464.11,702.79
159,OK,70,262,781,781,353.82,585.52,554.62,571.75,467.38,726.14
160,OK,68,266,795,795,357.2,594.08,561.41,579.4,471.82,740.26
161,OK,68,256,811,811,362.46,592.56,570.58,576.08,480.05,739.29
162,OK,65,243,833,833,369.57,588.56,583.57,572.54,487.15,739.3
163,OK,97,258,803,803,390.09,591.97,596.24,574.65,503.31,736.11
164,OK,123,269,792,792,414.14,595.13,618.03,589.06,523.59,739.33
165,OK,87,261,823,823,393.64,598.61,605.49,595.98,498.04,746.92
166,OK,54,250,823,823,361.11,587.3,572.83,580.03,464.53,738.67
167,OK,39,251,859,859,357.85,603.27,578.78,594.53,468.74,762.25
168,OK,37,261,866,866,365.74,604.4,588.83,607.4,464.11,783.05
169,OK,69,270,874,874,397.99,611.22,622.73,621.61,501.87,797.98
170,OK,139,301,847,847,456.53,625.85,673.13,651.67,559.89,810.2
171,OK,170,280,840,840,485.1,601.06,699.5,629.79,589.12,785.29
172,OK,208,249,818,818,512.86,568.22,722.23,591.71,618.14,737.14
173,OK,279,236,755,755,557.19,523.95,748.45,559.49,659.99,684.6
174,OK,310,193,757,757,592.62,478.28,782.97,520.93,689.8,642.58
175,OK,358,193,715,715,622.67,458.71,801.12,503.86,719.94,619.92
176,OK,334,168,733,733,605.06,447.97,789.69,487.22,702.64,601.74
177,OK,295,159,762,762,579.14,458.69,773.27,487.82,677.0,608.54
178,OK,263,189,774,774,553.36,493.55,750.93,520.57,648.93,645.14
179,OK,254,194,771,771,539.37,500.4,736.69,522.98,640.21,647.66
180,OK,191,199,800,800,488.51,519.22,694.2,531.04,591.31,673.13
181,OK,163,197,810,810,464.92,527.7,673.47,533.12,567.12,675.27
182,OK,142,201,816,816,446.61,534.89,656.82,531.22,550.07,685.89
183,OK,144,209,809,809,442.76,543.13,650.92,534.37,549.25,687.89
184,OK,135,214,818,818,437.22,552.78,647.51,539.98,546.11,699.75
185,OK,126,220,820,820,429.63,559.01,640.45,544.83,538.85,708.36
186,OK,131,225,818,818,431.4,562.05,641.73,548.48,544.19,713.19
187,OK,144,234,811,811,438.54,571.59,646.87,555.76,556.06,715.5
188,OK,139,223,835,835,444.09,568.16,658.69,552.4,560.87,721.18
189,OK,149,227,844,844,460.05,565.94,677.34,567.6,574.11,732.4
190,OK,172,228,825,825,474.19,560.82,686.54,563.56,588.15,717.85
191,OK,185,228,812,812,483.8,551.24,692.75,560.11,594.75,712.73
192,OK,190,224,811,811,487.27,546.86,696.08,553.66,599.89,709.25
193,OK,199,218,805,805,494.34,539.66,701.53,548.53,605.51,697.63
194,OK,192,218,815,815,491.6,542.29,701.18,552.38,602.06,704.4
195,OK,199,217,821,821,500.68,541.41,711.88,552.29,612.51,707.64
196,OK,223,228,809,809,518.59,547.7,726.66,559.83,633.12,711.5
197,OK,237,219,797,797,527.5,533.67,732.18,548.73,640.56,694.17
198,OK,222,179,789,789,513.01,491.71,715.49,510.3,618.7,646.87
199,OK,194,129,760,760,476.63,440.33,672.15,446.77,573.89,574.79
200,OK,165,103,726,726,438.17,415.32,624.8,405.84,525.58,522.92
201,OK,138,59,709,709,403.86,375.79,585.29,355.68,490.68,462.21
202,OK,116,45,705,705,381.53,366.07,561.38,341.51,466.2,440.72
203,OK,90,55,685,685,350.1,368.48,524.66,342.7,426.64,440.4
204,OK,69,62,691,691,330.76,381.29,505.61,348.19,411.25,450.38
205,OK,41,90,699,699,306.81,408.51,482.01,366.95,386.19,490.79
206,OK,40,132,681,681,299.69,437.87,470.18,396.24,375.2,528.91
207,OK,31,170,680,680,289.0,470.48,458.53,426.6,369.07,573.45
208,OK,13,171,710,710,280.51,487.0,457.26,439.86,368.05,589.87
209,OK,18,185,724,724,287.54,505.02,467.94,457.98,382.27,614.22
210,OK,14,185,745,745,291.93,509.27,479.24,467.22,388.0,626.78
211,OK,18,189,756,756,298.77,522.73,487.63,475.76,399.44,635.93
212,OK,22,193,758,758,304.76,524.26,494.83,479.9,402.49,642.28
213,OK,31,194,755,755,311.77,524.77,500.77,479.27,410.44,641.54
214,OK,34,188,769,769,318.81,520.64,512.58,479.37,420.72,645.45
215,OK,39,186,783,783,329.79,521.01,528.47,486.19,431.03,650.95
216,OK,63,201,767,767,346.93,529.98,541.8,498.2,448.71,655.49
217,OK,71,208,781,781,360.43,541.64,559.57,512.91,463.37,669.22
218,OK,86,231,793,793,380.51,564.46,582.94,536.62,483.58,703.94
219,OK,106,246,805,805,401.38,583.17,607.6,562.49,512.99,724.17
220,OK,123,274,801,801,417.41,602.9,623.14,588.21,527.29,753.77
221,OK,151,257,793,793,443.5,579.06,647.61,576.89,550.24,728.28
222,OK,186,213,774,774,474.34,522.92,672.91,540.4,572.76,670.03
223,OK,210,191,758,758,492.07,493.95,686.17,514.52,590.54,637.01
224,OK,230,176,753,753,508.63,474.08,701.18,497.57,608.26,619.89
225,OK,235,175,762,762,516.79,476.14,711.68,499.57,618.7,626.0
226,OK,252,196,747,747,527.9,489.3,718.25,517.29,628.24,634.9
227,OK,250,205,752,752,527.65,503.46,719.77,528.7,629.26,647.14
228,OK,232,211,760,760,514.09,508.16,708.18,533.4,614.79,662.17
229,OK,218,210,765,765,502.19,509.4,697.57,534.82,600.42,663.01
230,OK,189,203,782,782,481.61,516.2,682.15,535.8,579.69,662.58
231,OK,180,197,782,782,473.07,514.49,673.72,530.98,570.34,653.28
232,OK,201,212,756,756,481.29,513.44,674.69,535.69,580.03,656.58
233,OK,202,214,760,760,484.15,515.12,678.37,538.93,583.16,662.35
234,OK,222,231,752,752,501.0,522.16,692.06,553.91,599.73,677.71
235,OK,217,229,768,768,503.45,523.87,698.46,557.17,601.52,685.71
236,OK,235,235,774,774,519.35,534.03,717.13,558.73,627.09,697.77
237,OK,249,236,777,777,531.4,535.73,729.37,564.29,643.77,699.63
238,OK,237,234,782,782,525.0,535.29,724.11,565.1,632.77,700.06
239,OK,207,225,787,787,499.77,529.75,700.83,555.93,601.34,693.79
240,OK,152,214,791,791,447.7,529.19,651.29,539.49,544.81,683.82
241,OK,125,218,772,772,413.9,536.2,612.82,533.71,509.95,674.7
242,OK,94,189,794,794,391.72,514.56,596.08,511.77,488.12,659.3
243,OK,85,183,800,800,385.01,513.53,590.96,507.46,482.66,656.3
244,OK,114,192,777,777,404.28,514.94,604.25,508.77,501.29,649.27
245,OK,141,200,780,780,431.27,518.45,632.13,520.02,530.83,662.24
246,OK,182,203,775,775,470.04,512.91,668.94,531.13,568.62,658.99
247,OK,191,200,780,780,481.38,513.14,681.32,532.25,581.89,658.83
248,OK,188,198,780,780,478.38,511.23,678.43,530.34,578.55,656.11
249,OK,176,198,778,778,467.63,508.19,667.01,528.84,563.44,655.77
250,OK,134,192,788,788,431.46,509.59,634.28,519.58,524.64,658.69
251,OK,100,175,791,791,397.74,502.38,601.35,499.11,491.0,640.47
252,OK,91,153,794,794,387.32,486.88,591.39,473.8,486.71,620.84
253,OK,116,140,787,787,410.72,463.51,613.32,461.81,507.41,603.42
254,OK,157,130,779,779,447.69,448.52,648.12,455.72,545.82,587.87
255,OK,186,122,771,771,474.73,433.63,672.34,452.02,569.21,572.28
256,OK,194,130,763,763,478.4,436.05,674.39,451.69,574.15,578.56
257,OK,165,126,784,784,459.27,441.11,660.78,455.57,555.28,587.74
258,OK,146,125,784,784,441.12,443.56,642.72,454.68,535.65,585.96
259,OK,121,139,782,782,416.38,458.04,617.72,466.45,508.86,599.35
260,OK,123,162,773,773,413.26,480.45,612.35,483.02,507.0,615.03
261,OK,146,176,774,774,434.78,490.24,634.13,493.88,532.92,634.06
262,OK,161,184,772,772,449.61,495.08,648.37,503.35,546.08,641.66
263,OK,182,195,776,776,470.23,506.98,669.35,523.24,570.96,651.16
264,OK,184,206,781,781,475.14,517.71,675.4,536.82,573.32,664.84
265,OK,186,218,781,781,479.36,526.26,679.03,551.19,573.44,678.49
266,OK,187,229,784,784,481.59,535.02,682.08,558.99,577.59,696.29
267,OK,171,218,802,802,471.74,532.56,677.2,553.4,569.97,695.41
268,OK,168,218,804,804,469.85,532.4,675.93,553.26,568.2,697.23
269,OK,174,219,799,799,473.09,533.14,677.96,553.39,570.79,693.78
270,OK,185,226,787,787,479.21,537.15,681.11,555.61,577.43,692.58
271,OK,193,231,782,782,486.87,538.75,686.97,561.32,582.61,695.64
272,OK,193,229,785,785,486.05,537.98,687.31,558.45,584.94,695.64
273,OK,181,225,797,797,479.05,537.94,683.33,557.06,577.16,700.06
274,OK,181,227,792,792,478.11,539.67,681.14,559.16,575.13,696.89
275,OK,169,196,805,805,471.6,518.54,677.95,539.68,567.72,668.54
276,OK,156,173,791,791,454.79,488.43,658.24,499.19,547.38,642.36
277,OK,142,128,768,768,433.69,440.47,631.28,450.88,520.29,578.47
278,OK,133,83,748,748,418.75,399.47,611.45,398.79,500.56,516.31
279,OK,131,32,701,701,396.77,346.91,576.55,329.41,476.49,425.91
280,OK,142,22,651,651,392.09,319.94,558.64,300.92,460.29,385.22
281,OK,129,-9,658,658,381.7,302.09,548.7,273.26,452.55,353.41
282,OK,140,1,624,624,380.73,303.23,537.97,269.36,445.62,341.33
283,OK,152,7,597,597,383.04,300.61,533.21,267.57,442.71,325.96
284,OK,155,13,596,596,384.99,305.23,534.81,271.34,447.75,335.0
285,OK,177,32,572,572,398.0,312.85,542.43,283.5,456.18,338.54
286,OK,177,31,588,588,402.15,319.78,549.62,285.32,467.33,347.53
287,OK,180,42,586,586,404.55,329.03,551.14,293.31,468.54,360.57
288,OK,182,51,575,575,403.18,329.85,547.19,294.8,464.16,365.03
289,OK,177,49,582,582,400.7,328.16,546.78,294.86,462.39,369.28
290,OK,156,56,588,588,384.0,337.29,530.64,299.67,443.35,382.65
291,OK,145,46,600,600,377.18,332.77,527.29,295.54,438.63,378.29
292,OK,125,45,601,601,360.52,330.63,511.43,295.56,415.37,378.53
293,OK,114,47,617,617,354.66,340.94,509.23,304.36,413.33,388.54
294,OK,93,62,657,657,351.26,361.12,518.51,334.8,407.68,432.69
295,OK,100,80,704,704,371.03,392.09,551.24,372.48,443.26,482.57
296,OK,125,124,720,720,397.35,430.99,582.6,424.01,480.91,540.6
297,OK,151,152,736,736,429.97,449.97,618.96,466.36,514.9,583.48
298,OK,171,202,741,741,452.0,493.74,642.27,508.77,535.54,644.3
299,OK,174,211,750,750,460.08,505.71,652.14,525.89,542.9,658.17
300,OK,200,224,747,747,482.58,512.27,672.79,541.32,570.23,667.26
301,OK,207,225,747,747,488.44,515.56,678.99,541.7,577.44,667.68
302,OK,222,231,744,744,503.01,517.56,692.18,548.46,592.1,674.97
303,OK,226,236,745,745,507.53,521.38,696.99,551.45,595.36,681.06
304,OK,236,247,733,733,510.91,528.04,697.96,553.65,599.64,685.48
305,OK,217,244,745,745,500.94,531.66,690.94,558.85,583.55,688.05
306,OK,229,236,743,743,508.33,523.74,698.16,548.53,597.99,678.1
307,OK,206,240,752,752,496.05,529.93,686.65,563.66,574.32,685.71
308,OK,206,234,751,751,492.8,527.63,684.22,555.58,575.33,678.31
309,OK,204,236,755,755,491.46,530.56,684.04,557.87,574.88,682.25
310,OK,149,234,789,789,454.06,541.54,656.02,564.77,531.62,703.19
311,OK,137,247,753,753,430.47,545.94,623.96,559.2,500.31,695.23
312,OK,112,243,758,758,407.8,543.38,602.41,557.2,477.37,694.7
313,OK,88,239,785,785,393.94,548.68,595.1,567.7,466.42,704.45
314,OK,68,235,796,796,378.09,549.93,582.07,569.64,452.4,707.33
315,OK,64,240,794,794,371.65,555.92,575.46,573.87,449.28,710.29
316,OK,65,260,785,785,365.99,572.2,567.61,586.29,447.87,725.41
317,OK,67,267,791,791,370.3,578.46,573.31,594.27,452.88,738.19
318,OK,80,254,800,800,387.17,570.83,592.45,589.8,470.86,729.46
319,OK,94,238,811,811,407.78,553.13,614.36,584.41,488.71,719.22
320,OK,137,234,789,789,438.93,543.77,641.15,564.27,523.12,703.88
321,OK,150,208,804,804,459.7,521.57,664.76,549.85,543.73,686.24
322,OK,193,197,781,781,488.34,503.73,687.51,531.75,578.89,656.61
323,OK,229,204,755,755,511.86,496.06,703.63,528.67,604.49,650.81
324,OK,245,217,750,750,527.31,505.68,717.64,539.08,619.08,662.04
325,OK,254,215,746,746,534.83,503.92,724.34,535.79,624.98,656.29
326,OK,240,192,774,774,533.25,492.03,729.35,527.38,623.81,649.68
327,OK,246,192,761,761,531.6,489.35,725.16,520.46,623.78,640.11
328,OK,238,189,767,767,528.53,486.46,723.05,521.48,617.58,640.6
329,OK,236,200,752,752,520.26,493.48,711.76,523.34,609.97,643.8
330,OK,228,202,758,758,514.35,496.54,707.18,527.71,604.99,651.48
331,OK,202,194,768,768,491.07,495.68,687.39,520.35,583.8,648.53
332,OK,174,190,782,782,467.03,505.58,668.15,515.51,563.67,652.85
333,OK,150,217,770,770,439.16,526.31,637.41,526.47,532.87,677.7
334,OK,144,242,760,760,429.22,550.03,624.96,546.84,522.77,696.46
335,OK,125,249,756,756,407.9,557.9,602.46,547.44,501.53,702.17
336,OK,96,237,775,775,387.83,556.01,586.98,541.33,480.46,701.24
337,OK,84,223,772,772,375.18,540.33,573.75,528.23,467.46,683.83
338,OK,85,225,775,775,377.61,540.26,577.15,536.75,467.81,685.86
339,OK,91,203,777,777,382.36,522.81,582.33,515.42,476.33,663.7
340,OK,110,189,768,768,401.21,503.46,599.04,505.79,489.64,641.53
341,OK,169,188,747,747,450.79,487.01,642.97,496.3,537.82,630.35
342,OK,199,166,745,745,479.0,467.16,670.17,483.42,569.2,602.31
343,OK,206,148,767,767,493.96,456.98,690.23,479.47,586.11,595.37
344,OK,217,148,757,757,500.68,453.65,694.46,474.42,593.97,589.46
345,OK,204,144,748,748,484.62,444.26,676.81,458.24,576.22,584.81
346,OK,180,135,750,750,462.25,440.43,655.3,446.24,551.91,577.91
347,OK,149,119,728,728,426.4,423.74,613.76,419.51,507.67,544.78
348,OK,140,83,717,717,411.26,390.19,595.77,381.28,493.29,497.31
349,OK,139,38,684,684,396.47,350.74,571.65,331.1,478.63,420.19
350,OK,139,22,662,662,390.18,334.31,558.21,305.88,467.37,386.51
351,OK,139,17,650,650,387.67,332.73,552.53,303.93,458.14,365.97
352,OK,138,15,652,652,387.85,333.22,553.44,305.65,458.07,363.77
353,OK,140,14,655,655,389.85,333.7,556.25,305.8,461.35,363.14
354,OK,139,12,658,658,391.25,335.84,558.35,307.45,462.75,361.77
355,OK,141,25,657,657,391.64,340.82,558.94,314.97,463.3,379.55
356,OK,132,44,662,662,385.2,355.15,552.8,323.95,457.39,411.54
357,OK,115,41,701,701,381.23,365.11,560.18,340.11,459.32,431.3
358,OK,117,71,686,686,381.5,380.95,556.62,356.69,451.37,460.52
359,OK,119,85,691,691,385.47,391.23,562.31,371.81,455.74,480.46
360,OK,126,95,695,695,392.59,400.12,570.79,384.08,466.24,492.46
361,OK,144,108,684,684,407.14,403.33,582.95,393.71,477.1,503.0
362,OK,145,113,699,699,411.28,412.13,590.84,398.8,488.31,520.5
363,OK,148,120,704,704,417.07,419.45,598.05,408.73,492.54,530.86
364,OK,142,110,719,719,415.49,419.21,600.38,408.96,495.09,525.74
365,OK,133,123,718,718,404.52,432.4,588.96,418.03,487.79,539.79
366,OK,117,133,712,712,384.99,442.51,567.19,421.55,469.95,546.04
367,OK,100,136,725,725,371.57,452.45,556.54,427.17,461.04,556.48
368,OK,78,145,742,742,356.93,468.71,546.16,441.74,447.78,576.96
369,OK,85,150,740,740,362.43,475.48,551.56,452.34,453.11,577.74
370,OK,109,166,730,730,382.93,478.43,570.75,468.15,471.89,590.1
371,OK,112,165,754,754,394.66,479.74,588.91,474.71,487.55,607.25
372,OK,140,177,740,740,418.59,481.62,609.26,484.28,506.24,612.6
373,OK,167,194,722,722,439.4,484.67,625.39,489.24,524.75,624.97
374,OK,158,200,749,749,439.8,499.57,632.6,501.98,528.58,647.32
375,OK,173,199,741,741,450.4,495.81,641.37,497.67,540.35,642.97
