k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
28,OK,71,119,705,705,334.35,432.92,514.09,444.72,432.37,553.89
29,OK,81,142,701,701,341.86,444.5,521.46,453.64,450.52,580.88
30,OK,98,153,690,690,355.91,437.27,530.7,446.91,467.05,566.49
31,OK,104,138,697,697,359.8,411.48,541.08,417.71,475.36,537.65
32,OK,119,129,689,689,373.64,400.02,549.27,406.15,491.96,521.0
33,OK,122,119,690,690,367.91,393.41,545.8,400.5,484.4,511.91
34,OK,110,105,703,703,351.17,390.45,535.76,391.54,470.19,509.92
35,OK,104,99,706,706,349.57,387.41,532.12,390.64,464.08,508.37
36,OK,102,97,706,706,354.23,386.29,536.22,394.37,464.42,508.21
37,OK,103,93,707,707,356.18,383.36,538.78,390.08,470.59,501.7
38,OK,102,90,710,710,355.79,383.61,539.18,391.11,468.71,502.35
39,OK,110,94,700,700,362.97,385.99,540.53,393.58,474.65,499.98
40,OK,117,98,690,690,366.32,384.65,541.65,391.32,475.05,497.13
41,OK,122,96,686,686,370.98,383.4,546.95,388.52,479.96,484.33
42,OK,122,95,685,685,369.69,379.59,545.11,394.6,473.86,486.57
43,OK,121,95,691,691,374.24,402.21,552.55,424.81,476.85,478.0
44,OK,118,93,701,701,372.78,401.34,555.13,420.92,478.46,484.5
45,OK,107,96,708,708,355.93,401.81,539.39,418.52,458.79,504.78
46,OK,89,96,728,728,344.63,409.13,536.75,426.43,449.8,522.32
47,OK,85,107,735,735,349.42,423.68,540.3,436.34,460.88,550.95
48,OK,82,106,742,742,352.42,416.42,545.09,431.74,459.44,538.62
49,OK,90,107,739,739,366.51,411.57,555.15,430.28,472.62,533.88
50,OK,103,111,729,729,375.57,413.59,560.15,430.4,484.62,530.23
51,OK,111,115,722,722,380.44,408.04,563.02,434.71,484.89,533.06
52,OK,118,114,721,721,383.79,407.67,568.26,427.5,494.48,529.33
53,OK,123,105,730,730,393.16,403.18,582.53,421.67,508.12,517.96
54,OK,131,111,726,726,393.53,413.79,579.24,427.35,515.08,535.73
55,OK,140,120,721,721,397.95,425.26,582.28,431.44,525.13,546.04
56,OK,147,129,717,717,400.73,429.17,584.59,434.37,529.71,559.35
57,OK,152,136,713,713,404.7,428.97,587.09,440.54,529.13,561.77
58,OK,159,141,707,707,409.71,429.57,590.03,438.88,535.09,559.3
59,OK,154,141,710,710,398.41,434.4,582.21,439.58,521.7,562.8
60,OK,137,136,726,726,384.39,435.76,575.65,445.1,504.37,565.98
61,OK,123,133,733,733,376.23,436.68,566.71,448.72,489.54,559.51
62,OK,117,130,733,733,375.9,431.01,564.46,444.71,486.24,550.15
63,OK,112,132,732,732,370.05,433.45,558.25,440.81,480.22,561.43
64,OK,109,137,735,735,372.32,440.58,562.25,449.93,485.77,577.23
65,OK,103,137,745,745,370.25,443.78,564.45,457.67,482.73,580.49
66,OK,103,143,745,745,374.8,448.15,565.75,466.14,483.12,586.92
67,OK,102,146,748,748,377.16,446.35,569.04,471.56,480.68,591.45
68,OK,104,147,748,748,379.38,447.68,571.19,467.47,487.61,588.17
69,OK,103,145,752,752,377.77,445.44,571.72,464.62,487.34,589.34
70,OK,104,146,751,751,377.01,447.23,569.87,462.17,488.87,590.9
71,OK,105,147,747,747,374.83,444.47,565.46,461.42,484.23,585.35
72,OK,104,144,749,749,375.86,440.67,568.36,459.25,486.76,583.8
73,OK,104,141,751,751,375.94,441.93,569.54,456.81,490.48,582.86
74,OK,108,142,747,747,380.58,441.08,571.35,457.8,492.9,584.21
75,OK,140,120,738,738,427.32,404.4,613.97,424.17,553.2,513.7
76,OK,172,115,724,724,448.07,406.56,630.09,423.25,582.89,518.41
77,OK,196,125,714,714,464.98,415.43,644.33,442.91,592.44,546.1
78,OK,212,141,709,709,471.52,431.38,651.34,457.39,600.05,575.73
79,OK,218,150,707,707,470.11,433.82,649.5,461.97,594.93,577.48
80,OK,208,147,719,719,454.75,434.01,642.05,454.92,582.98,576.32
81,OK,205,147,721,721,455.02,431.27,639.78,456.2,582.09,577.04
82,OK,199,145,724,724,448.1,429.17,633.7,453.9,573.56,572.54
83,OK,194,147,723,723,443.16,434.38,627.72,458.3,565.91,575.35
84,OK,189,143,729,729,443.33,429.86,631.52,450.97,567.11,573.68
85,OK,188,142,728,728,443.01,433.08,628.98,455.44,565.83,566.31
86,OK,184,142,728,728,436.73,433.42,623.01,454.66,559.52,568.08
87,OK,183,141,726,726,437.46,430.74,622.95,453.1,559.95,562.31
88,OK,186,140,722,722,440.76,430.76,624.79,448.92,566.3,556.64
89,OK,187,138,718,718,439.02,427.02,622.29,445.46,562.66,553.18
90,OK,187,137,718,718,438.6,426.47,622.69,446.3,562.41,555.63
91,OK,191,141,714,714,442.06,429.64,623.94,447.79,567.37,565.06
92,OK,187,139,719,719,436.97,426.77,622.56,447.15,561.69,562.33
93,OK,185,134,723,723,436.31,428.1,622.93,446.78,565.03,552.51
94,OK,190,136,717,717,440.83,428.9,623.43,441.57,567.89,551.24
95,OK,194,137,709,709,441.93,425.09,621.7,441.38,566.67,544.67
96,OK,189,140,711,711,433.0,429.74,615.79,446.52,558.13,561.88
97,OK,166,148,735,735,413.6,452.06,607.62,476.12,534.27,608.2
98,OK,144,151,754,754,399.78,457.66,597.81,478.85,519.6,614.47
99,OK,128,148,765,765,392.07,451.57,591.36,470.95,510.68,608.24
100,OK,123,139,756,756,388.23,436.54,580.03,453.25,501.24,565.62
101,OK,115,127,752,752,378.63,425.64,570.78,439.52,487.86,548.79
102,OK,114,124,742,742,379.98,420.53,568.2,434.35,487.4,547.93
103,OK,112,118,741,741,380.87,418.35,570.71,434.87,487.93,539.54
104,OK,110,112,742,742,381.84,410.72,571.85,432.85,484.71,535.33
105,OK,112,110,739,739,384.71,407.87,572.52,432.93,486.43,533.47
106,OK,118,113,732,732,389.25,409.96,574.84,431.81,494.6,539.07
107,OK,119,111,730,730,386.86,408.33,573.69,427.9,491.45,530.76
108,OK,121,114,730,730,386.28,419.11,574.04,432.83,496.06,541.09
109,OK,116,113,738,738,382.87,420.32,574.34,435.27,492.03,544.49
110,OK,115,112,741,741,384.71,418.99,575.96,434.7,493.83,542.32
111,OK,111,110,744,744,380.45,417.85,572.45,434.32,486.87,541.26
112,OK,108,108,745,745,379.08,415.6,570.39,433.22,484.26,537.07
113,OK,106,108,746,746,377.5,417.12,569.24,433.59,483.99,537.46
114,OK,106,108,745,745,378.92,416.47,569.77,433.18,484.97,537.49
115,OK,105,108,745,745,378.01,416.41,569.48,433.84,483.64,539.5
116,OK,107,110,744,744,382.0,417.48,572.78,435.31,488.11,541.98
117,OK,111,113,740,740,383.28,417.58,572.41,434.31,489.56,542.46
118,OK,123,118,733,733,397.53,414.66,583.43,437.76,505.64,548.42
119,OK,150,123,724,724,430.58,412.89,613.17,439.12,548.62,546.91
120,OK,173,131,715,715,440.32,427.58,622.0,441.37,568.32,551.82
121,OK,179,135,721,721,440.68,434.92,627.58,451.08,565.3,565.8
122,OK,182,138,723,723,441.17,433.22,627.28,451.05,565.77,568.02
123,OK,179,138,731,731,436.66,434.27,626.17,453.89,561.13,573.77
124,OK,172,135,739,739,430.88,431.98,622.53,452.77,552.48,571.77
125,OK,165,128,748,748,427.88,430.41,621.82,451.67,549.51,561.7
126,OK,165,128,751,751,431.49,433.64,624.99,451.93,557.75,570.94
127,OK,163,131,754,754,430.47,436.52,624.62,457.47,555.17,580.12
128,OK,164,137,752,752,430.09,439.33,622.11,459.73,555.79,587.31
129,OK,163,141,751,751,427.61,439.76,620.02,460.34,553.39,590.32
130,OK,163,141,751,751,429.75,439.97,622.14,461.44,554.55,586.98
131,OK,167,141,744,744,431.33,437.08,620.49,455.69,557.19,576.48
132,OK,164,139,745,745,424.16,435.95,616.07,451.16,551.81,578.83
133,OK,169,139,737,737,430.05,430.81,617.33,447.81,555.84,571.13
134,OK,159,133,743,743,416.01,427.33,608.25,446.3,538.72,569.92
135,OK,159,130,735,735,414.84,428.42,601.83,441.61,539.13,550.52
136,OK,142,119,736,736,388.6,417.69,578.1,427.14,505.79,530.6
137,OK,126,117,733,733,368.59,424.46,556.66,422.81,490.7,540.25
138,OK,100,115,746,746,345.79,431.98,541.49,433.31,464.86,556.57
139,OK,64,121,767,767,316.21,454.15,519.25,453.61,427.65,591.79
140,OK,42,127,782,782,309.97,462.28,515.32,458.32,425.81,601.8
141,OK,34,132,781,781,311.45,461.42,512.56,458.09,423.08,595.71
142,OK,27,127,790,790,310.87,455.46,516.65,453.84,425.7,589.05
143,OK,22,127,795,795,311.83,458.35,517.89,458.66,422.08,597.95
144,OK,21,128,797,797,314.09,458.45,519.85,462.41,421.28,598.69
145,OK,21,130,796,796,313.84,458.8,518.86,461.41,422.16,603.2
146,OK,21,129,799,799,316.85,455.65,523.41,460.48,425.86,601.31
147,OK,23,130,796,796,316.91,455.83,521.07,460.21,425.71,599.76
148,OK,26,127,795,795,321.04,451.85,525.62,456.22,431.5,588.78
149,OK,27,119,800,800,321.35,444.48,528.73,448.21,435.09,583.61
150,OK,36,108,793,793,333.06,430.62,535.32,438.09,445.12,547.54
151,OK,46,97,787,787,342.93,410.13,543.32,429.06,453.93,537.17
152,OK,73,104,761,761,365.24,413.89,554.2,429.79,476.46,537.68
153,OK,94,112,741,741,373.65,414.57,559.14,428.92,486.99,541.38
154,OK,112,118,731,731,387.73,417.61,573.05,432.43,502.91,546.25
155,OK,127,120,723,723,398.47,410.09,581.59,431.34,510.36,541.66
156,OK,136,109,726,726,401.84,404.21,589.25,414.69,522.77,515.1
157,OK,141,101,733,733,409.63,400.98,599.3,418.39,529.55,519.56
158,OK,155,105,727,727,424.87,404.01,609.13,426.17,543.78,523.79
159,OK,158,105,729,729,423.26,403.56,610.12,428.32,540.78,528.76
160,OK,162,110,725,725,422.15,404.16,606.2,428.21,538.15,533.86
161,OK,160,110,728,728,418.85,405.89,605.75,427.69,536.99,535.14
162,OK,161,114,724,724,419.76,408.73,603.79,431.43,535.49,536.09
163,OK,164,115,724,724,424.14,412.03,609.38,433.23,542.8,537.3
164,OK,160,114,730,730,417.7,416.71,606.96,432.87,536.24,538.67
165,OK,157,116,739,739,415.74,431.79,608.28,438.02,545.84,552.13
166,OK,149,117,748,748,409.84,430.04,604.81,440.16,535.52,560.47
167,OK,146,119,743,743,405.48,424.66,595.27,436.12,525.72,550.05
168,OK,139,117,741,741,395.97,423.91,586.38,433.77,513.32,544.6
169,OK,132,116,741,741,391.92,422.55,582.63,435.19,506.33,544.36
170,OK,124,113,737,737,382.5,412.98,570.52,430.35,488.82,534.33
171,OK,119,114,728,728,374.07,411.5,558.63,426.11,481.45,529.78
172,OK,114,105,727,727,371.74,403.08,558.3,416.55,480.78,509.74
173,OK,111,96,731,731,374.7,402.84,563.1,422.57,481.69,498.79
174,OK,108,87,732,732,371.78,396.13,559.84,415.31,481.27,485.27
175,OK,108,80,731,731,370.97,386.17,557.8,409.75,483.4,479.99
176,OK,100,67,735,735,362.27,368.44,550.17,398.95,467.12,463.73
177,OK,92,56,737,737,358.9,357.71,545.44,396.93,458.3,453.79
178,OK,77,51,734,734,336.7,358.19,521.49,394.27,427.97,447.8
179,OK,54,47,733,733,305.07,363.11,492.44,385.94,399.09,446.4
180,OK,21,36,742,742,269.43,357.36,462.47,373.08,364.11,439.91
181,OK,8,36,741,741,271.49,359.22,461.47,377.79,366.57,445.9
182,OK,11,46,732,732,281.78,361.84,467.18,381.95,378.64,465.52
183,OK,17,52,732,732,294.04,363.8,480.79,390.22,392.01,472.09
184,OK,19,50,738,738,295.42,361.06,485.17,387.79,398.17,467.92
185,OK,27,52,734,734,303.92,360.81,490.25,386.99,404.62,464.74
186,OK,28,55,731,731,297.4,365.38,484.0,385.33,398.27,468.95
187,OK,14,33,743,743,280.52,355.29,474.86,363.37,380.21,420.57
188,OK,24,13,756,756,321.78,347.56,519.37,363.67,418.67,404.33
189,OK,84,24,737,737,409.02,351.08,589.64,390.93,508.04,418.9
190,OK,113,23,758,758,435.33,356.59,627.45,415.49,535.84,439.93
191,OK,128,36,773,773,440.53,375.23,634.33,435.39,540.57,484.34
192,OK,143,66,759,759,439.77,390.41,622.87,448.42,534.21,522.36
193,OK,138,81,754,754,419.47,390.45,603.12,449.48,505.19,521.24
194,OK,129,88,760,760,413.18,395.06,601.04,456.38,501.94,533.3
195,OK,122,91,768,768,409.96,396.0,601.13,454.37,502.58,539.3
196,OK,120,94,768,768,409.96,395.27,599.56,452.41,501.95,541.06
197,OK,120,101,761,761,404.98,398.15,592.05,450.12,497.14,546.35
198,OK,116,102,758,758,395.97,398.84,584.19,447.96,489.21,538.6
199,OK,111,105,751,751,384.77,401.41,572.52,441.48,479.25,538.99
200,OK,107,103,748,748,379.63,403.15,568.23,437.97,478.91,529.23
201,OK,107,106,738,738,375.09,403.59,560.42,431.75,476.84,531.6
202,OK,109,109,730,730,374.93,403.89,559.31,430.42,477.13,529.36
203,OK,108,110,727,727,370.88,407.61,556.39,430.04,476.16,528.68
204,OK,107,111,723,723,369.99,407.03,553.91,430.79,472.19,526.84
205,OK,104,110,724,724,369.34,406.65,554.63,432.54,469.12,526.14
206,OK,103,109,725,725,370.85,405.84,556.12,432.65,470.43,523.32
207,OK,99,108,727,727,361.35,406.31,547.63,429.68,464.31,524.24
208,OK,91,104,730,730,353.1,400.55,540.01,427.68,454.87,518.88
209,OK,81,97,734,734,342.16,397.69,531.07,419.93,445.76,513.01
210,OK,68,88,740,740,329.96,394.3,520.92,417.94,430.81,501.21
211,OK,54,83,745,745,314.04,394.91,506.09,415.15,420.62,501.1
212,OK,45,81,743,743,306.57,393.94,496.27,413.79,411.43,497.02
213,OK,37,80,740,740,301.64,391.44,490.45,414.2,403.26,494.49
214,OK,26,70,743,743,290.33,374.94,481.21,397.56,391.17,482.74
215,OK,42,72,732,732,317.92,377.31,502.63,396.35,428.05,485.12
216,OK,67,83,713,713,335.66,384.25,513.98,399.65,454.01,491.84
217,OK,62,75,720,720,316.62,377.47,503.54,390.91,434.79,481.04
218,OK,54,71,724,724,307.86,376.35,495.26,388.12,421.95,481.26
219,OK,47,66,731,731,304.13,376.27,494.38,384.16,419.54,482.87
220,OK,43,64,733,733,303.45,377.49,492.8,378.8,417.44,480.89
221,OK,31,52,744,744,293.27,375.08,487.8,373.1,404.42,460.73
222,OK,31,42,745,745,305.9,369.77,498.24,364.74,409.7,443.66
223,OK,52,40,750,750,352.84,366.65,546.35,387.59,452.98,457.88
224,OK,68,46,753,753,364.65,378.97,558.03,403.2,465.89,472.1
225,OK,77,61,753,753,362.8,400.31,555.89,418.75,465.65,495.19
226,OK,79,74,745,745,358.17,398.96,546.38,425.27,450.93,503.47
227,OK,83,87,736,736,359.02,403.34,544.45,430.75,450.66,511.11
228,OK,84,92,734,734,356.97,404.72,544.36,428.48,453.1,513.09
229,OK,65,85,749,749,330.62,402.25,526.88,414.95,427.72,514.47
230,OK,59,88,761,761,338.21,418.02,537.54,424.55,442.94,537.93
231,OK,79,100,755,755,371.53,425.73,564.37,431.29,481.35,546.18
232,OK,91,113,756,756,376.91,433.32,571.52,444.03,487.95,570.44
233,OK,91,122,757,757,368.52,439.69,563.47,448.58,476.88,579.28
234,OK,92,134,748,748,366.08,450.67,556.13,466.4,468.7,575.78
235,OK,93,141,738,738,362.0,447.42,549.1,461.47,463.63,570.13
236,OK,84,133,746,746,353.35,438.2,547.04,450.99,454.39,562.72
237,OK,81,129,749,749,353.99,436.8,547.63,447.74,457.53,560.78
238,OK,78,132,749,749,350.05,447.67,543.2,452.88,457.21,570.0
239,OK,79,137,746,746,352.78,450.99,544.22,458.67,458.91,576.01
240,OK,76,138,749,749,349.59,446.97,543.03,460.17,452.85,578.51
241,OK,70,135,758,758,346.87,444.11,544.18,456.16,451.58,580.93
242,OK,73,131,758,758,351.28,439.51,546.68,448.37,462.12,571.12
243,OK,71,126,762,762,348.98,434.44,546.13,446.03,457.96,569.17
244,OK,83,129,748,748,359.29,436.33,548.14,442.08,470.86,559.64
245,OK,98,130,738,738,371.05,431.25,558.47,436.74,490.56,558.31
246,OK,102,128,736,736,365.65,432.29,554.62,436.97,486.1,554.93
247,OK,105,125,737,737,366.61,430.54,556.78,430.05,492.76,551.94
248,OK,104,122,740,740,365.46,426.86,556.75,433.35,487.78,550.48
249,OK,102,118,741,741,362.63,426.0,554.09,429.57,485.16,545.88
250,OK,101,113,744,744,364.14,420.62,556.52,425.2,489.56,540.0
251,OK,99,103,747,747,360.66,417.61,554.05,416.32,489.0,521.9
252,OK,102,102,743,743,365.0,412.2,555.19,415.67,491.51,526.48
253,OK,104,102,738,738,363.69,413.52,552.87,414.74,491.38,525.05
254,OK,108,103,735,735,365.23,414.79,553.7,413.94,496.78,525.88
255,OK,114,105,729,729,369.43,413.52,555.79,413.39,501.94,526.26
256,OK,117,108,723,723,367.81,414.58,552.38,412.74,498.68,525.6
257,OK,118,110,720,720,365.72,412.16,550.76,414.02,498.27,530.25
258,OK,105,102,737,737,354.43,410.16,548.59,413.7,489.53,532.89
259,OK,93,100,747,747,348.13,414.89,543.42,418.02,476.77,538.64
260,OK,84,97,757,757,345.81,413.57,543.46,419.28,475.3,542.81
261,OK,77,96,759,759,341.42,412.53,537.23,421.54,463.78,535.68
262,OK,67,94,761,761,331.94,411.17,528.69,418.33,449.86,534.33
263,OK,58,96,765,765,326.53,421.84,524.84,428.39,443.65,544.17
264,OK,58,96,765,765,333.47,414.58,530.7,422.92,451.49,541.95
265,OK,63,102,766,766,340.13,428.78,537.74,430.43,464.5,552.4
266,OK,81,111,754,754,357.96,428.71,549.24,430.06,486.72,553.5
267,OK,94,117,746,746,364.86,428.56,555.13,433.42,494.91,553.53
268,OK,98,114,743,743,364.04,417.94,554.61,427.09,488.23,539.89
269,OK,98,103,744,744,361.51,412.34,553.52,413.51,484.2,515.43
270,OK,109,105,732,732,376.62,407.4,561.74,423.04,492.12,520.52
271,OK,141,119,713,713,419.09,407.76,594.97,440.27,535.12,536.74
272,OK,166,131,695,695,428.05,408.68,599.28,443.51,547.0,541.02
273,OK,186,145,678,678,437.46,416.13,604.94,447.41,553.76,549.99
274,OK,186,147,682,682,430.06,414.45,603.67,448.49,542.54,554.15
275,OK,183,145,689,689,426.34,415.06,603.27,445.69,542.6,553.06
276,OK,191,150,681,681,436.31,416.3,607.11,446.73,552.48,553.77
277,OK,193,151,682,682,435.28,416.72,608.26,448.53,550.7,555.92
278,OK,191,152,682,682,430.92,416.43,603.85,448.23,545.41,556.0
279,OK,186,147,687,687,427.45,409.74,602.28,445.43,539.57,550.12
280,OK,186,144,689,689,428.13,411.71,603.81,442.29,549.97,549.55
281,OK,181,137,697,697,424.75,410.43,603.81,440.85,545.62,541.25
282,OK,179,136,696,696,421.86,409.96,598.26,442.5,540.35,541.37
283,OK,185,144,688,688,427.82,416.56,600.99,443.51,551.0,557.82
284,OK,190,157,681,681,429.68,429.58,601.49,454.17,550.82,573.03
285,OK,191,162,680,680,428.21,430.05,601.88,452.87,551.08,573.67
286,OK,195,168,672,672,428.11,429.46,597.75,451.36,550.24,572.4
287,OK,189,165,676,676,417.72,428.93,592.18,446.92,541.93,568.49
288,OK,188,162,681,681,424.05,426.04,599.41,446.8,549.82,567.76
289,OK,179,157,689,689,413.38,427.78,592.35,444.48,538.56,568.56
290,OK,171,155,694,694,408.84,428.3,588.4,445.17,529.81,571.51
291,OK,166,152,698,698,407.78,426.83,588.03,443.81,529.67,566.76
292,OK,158,146,707,707,404.36,420.85,587.08,444.9,523.23,565.96
293,OK,160,145,704,704,408.18,420.31,587.7,441.72,528.33,559.43
294,OK,156,141,706,706,401.36,415.4,582.23,440.2,520.75,556.31
295,OK,150,134,711,711,398.92,409.47,581.67,435.22,515.57,550.59
296,OK,146,133,711,711,394.85,409.84,576.14,435.24,510.01,551.71
297,OK,137,123,711,711,379.26,404.46,561.74,421.59,500.8,525.09
298,OK,132,116,707,707,376.24,399.64,556.89,415.39,495.23,516.7
299,OK,130,108,705,705,374.86,392.87,555.49,409.04,495.13,505.77
300,OK,120,95,709,709,358.6,385.52,542.05,396.93,484.47,488.88
301,OK,85,60,727,727,320.0,358.91,511.72,371.45,432.79,433.45
302,OK,40,24,731,731,266.54,344.37,455.98,338.88,367.94,374.07
303,OK,25,8,735,735,283.27,347.49,473.9,341.73,381.87,379.49
304,OK,29,3,749,749,318.91,349.51,515.0,362.77,413.86,405.7
305,OK,46,16,751,751,347.8,359.52,539.3,389.49,436.83,437.33
306,OK,58,27,762,762,365.33,373.5,560.0,416.05,454.09,455.45
307,OK,61,27,784,784,373.46,374.13,576.36,419.58,461.62,465.13
308,OK,73,60,773,773,382.27,398.32,570.94,453.27,457.76,523.08
309,OK,75,79,769,769,378.54,402.66,567.71,458.98,448.93,534.26
310,OK,71,86,773,773,374.41,400.41,565.28,461.54,444.49,536.61
311,OK,72,94,767,767,373.11,402.29,560.73,459.86,443.77,535.37
312,OK,71,98,766,766,370.93,407.26,560.32,462.74,442.52,537.25
313,OK,72,100,762,762,368.09,404.22,556.36,455.43,442.5,535.41
314,OK,76,102,755,755,370.47,402.85,556.81,453.09,446.75,530.8
315,OK,77,105,752,752,369.4,402.69,555.82,453.36,443.75,539.14
316,OK,78,106,750,750,368.02,402.18,554.9,449.5,445.03,537.1
317,OK,79,107,749,749,368.29,402.43,555.61,448.96,447.04,541.38
318,OK,83,110,745,745,368.87,405.33,555.53,445.23,454.77,543.39
319,OK,90,112,737,737,371.44,406.49,556.02,441.32,459.73,535.9
320,OK,99,116,728,728,376.77,406.66,559.69,437.8,471.09,538.48
321,OK,102,115,728,728,377.2,405.78,561.84,438.4,471.32,536.38
322,OK,106,114,727,727,381.23,404.01,565.16,437.58,474.3,534.43
323,OK,105,113,728,728,375.98,404.22,561.49,435.6,470.65,534.79
324,OK,100,109,728,728,368.15,400.34,552.99,433.18,458.22,524.95
325,OK,91,103,732,732,360.86,396.53,547.47,430.83,447.6,519.84
326,OK,84,98,735,735,354.51,394.56,541.91,426.89,446.59,513.77
327,OK,69,90,745,745,337.17,393.78,530.21,419.04,432.6,514.28
328,OK,59,88,754,754,338.15,397.06,532.17,428.63,428.29,524.32
329,OK,52,95,763,763,338.16,407.25,533.9,442.25,429.31,554.82
330,OK,68,104,748,748,360.24,405.35,546.3,436.79,450.67,538.99
331,OK,96,109,733,733,389.78,397.94,570.96,434.69,485.88,530.39
332,OK,111,114,726,726,393.06,398.42,573.42,440.16,489.02,537.33
333,OK,117,120,720,720,388.79,402.7,568.89,441.37,485.01,547.38
334,OK,120,123,719,719,389.76,403.8,570.76,443.47,486.52,550.16
335,OK,120,124,722,722,389.46,404.11,571.75,444.16,484.9,551.14
336,OK,122,126,721,721,392.15,403.75,573.1,444.65,486.87,552.63
337,OK,123,126,722,722,395.17,402.9,576.55,446.38,488.46,552.42
338,OK,129,127,720,720,400.28,406.81,581.25,444.61,499.4,550.55
339,OK,147,137,707,707,418.41,411.61,593.5,449.17,521.65,558.07
340,OK,160,145,697,697,418.35,415.39,592.56,446.83,526.99,561.02
341,OK,159,143,690,690,408.47,405.99,580.88,442.03,506.6,544.47
342,OK,153,136,690,690,398.65,398.73,574.0,428.38,501.5,536.48
343,OK,136,111,701,701,375.0,379.89,557.3,401.97,484.8,495.22
344,OK,113,92,716,716,356.63,382.76,543.98,400.54,460.69,488.26
345,OK,101,85,721,721,356.02,386.65,541.69,409.78,457.78,485.66
346,OK,106,81,719,719,373.08,374.23,555.01,406.37,474.67,480.23
347,OK,128,79,713,713,408.05,373.15,584.63,417.44,511.81,468.13
348,OK,144,82,708,708,414.05,375.45,591.11,413.98,520.01,478.78
349,OK,148,77,718,718,417.53,376.43,601.25,414.63,526.34,478.74
350,OK,137,75,728,728,396.02,383.93,583.27,416.92,500.51,486.57
351,OK,123,85,727,727,373.66,406.43,560.37,420.97,480.66,502.46
352,OK,102,84,738,738,356.39,405.72,548.99,417.81,458.7,505.29
353,OK,82,84,748,748,342.78,406.7,537.77,416.73,443.62,517.8
354,OK,73,90,753,753,344.38,416.88,539.32,426.8,445.29,529.83
355,OK,77,102,749,749,356.11,426.78,547.6,440.02,456.0,540.91
356,OK,80,110,744,744,357.09,421.63,546.72,440.8,456.58,546.08
357,OK,95,119,729,729,371.58,421.85,554.5,441.27,474.1,539.66
358,OK,116,125,716,716,388.89,413.24,568.11,439.11,497.77,541.58
359,OK,131,125,707,707,395.12,408.61,573.36,432.22,508.13,529.7
360,OK,128,115,712,712,377.75,412.72,562.26,423.58,498.39,512.79
361,OK,98,103,733,733,344.67,402.88,538.46,416.34,451.68,529.24
362,OK,67,95,748,748,322.33,404.34,518.01,421.8,417.68,526.69
363,OK,51,88,758,758,324.61,399.55,521.44,420.53,418.42,521.98
364,OK,54,80,756,756,336.42,391.76,530.22,407.29,437.93,500.93
365,OK,69,81,744,744,353.59,397.37,540.93,420.02,456.51,489.18
366,OK,82,82,739,739,365.13,391.57,552.7,416.34,465.8,498.26
367,OK,101,83,734,734,391.13,386.1,574.74,426.39,489.21,491.92
368,OK,115,84,736,736,405.18,392.62,590.12,436.1,501.99,496.05
369,OK,128,93,730,730,410.96,394.09,591.93,438.87,506.67,511.62
370,OK,133,95,732,732,411.0,396.59,595.2,440.04,507.54,510.34
371,OK,137,90,735,735,412.51,393.08,598.44,432.27,515.22,498.59
372,OK,129,79,748,748,401.76,391.51,595.16,425.24,508.32,492.64
373,OK,126,78,747,747,395.33,393.91,586.15,417.73,503.63,494.49
374,OK,125,83,740,740,391.56,393.52,578.3,421.26,495.82,501.45
375,OK,124,90,732,732,385.43,399.12,570.55,423.23,492.16,510.71
376,OK,121,99,726,726,382.7,400.13,565.64,431.53,485.02,523.46
