window_start_ms,window_end_ms,mean_hrv,mean_gsr,stress_label,anchor_frame,has_synthetic_scar,subject_id
16500,17500,48.66298320483903,4.10147938950935,1,/data/bp4d/F001/frame_017011.png,1,F001
17000,18000,52.566736339962326,3.355670957886499,0,/data/bp4d/F001/frame_017491.png,0,F001
17500,18500,56.649557293712384,2.712913421176736,0,/data/bp4d/F001/frame_018012.png,0,F001
18000,19000,54.51114134368274,3.276506874647211,0,/data/bp4d/F001/frame_018492.png,0,F001
18500,19500,46.75260539367984,4.8213994794989325,1,/data/bp4d/F001/frame_019012.png,1,F001
19000,20000,46.64391277560293,4.842140043040981,1,/data/bp4d/F001/frame_019492.png,1,F001
19500,20500,45.96306641057159,4.748361443432711,1,/data/bp4d/F001/frame_020013.png,0,F001
20000,21000,45.185244045475486,4.824409227839981,1,/data/bp4d/F001/frame_020493.png,1,F001
20500,21500,45.65398139962608,4.979225012554321,1,/data/bp4d/F001/frame_021014.png,1,F001
21000,22000,46.176905289861594,5.0617566048816505,1,/data/bp4d/F001/frame_021494.png,1,F001
21500,22500,46.14719739710021,5.1310589294199636,1,/data/bp4d/F001/frame_022014.png,1,F001
22000,23000,45.79448824056914,5.056938063935603,1,/data/bp4d/F001/frame_022494.png,0,F001
22500,23500,45.763425632778144,5.037869996888685,1,/data/bp4d/F001/frame_023015.png,0,F001
23000,24000,45.59542684644066,5.12315395492498,1,/data/bp4d/F001/frame_023495.png,1,F001
23500,24500,49.77200880430207,4.372236438265605,1,/data/bp4d/F001/frame_024016.png,1,F001
24000,25000,51.752387909845396,3.590528290334589,1,/data/bp4d/F001/frame_024496.png,0,F001
24500,25500,54.489570788203494,2.6893897165014016,0,/data/bp4d/F001/frame_025016.png,1,F001
25000,26000,58.731213507092164,2.048646426671792,0,/data/bp4d/F001/frame_025496.png,0,F001
25500,26500,58.81653612906387,2.0786972221434454,0,/data/bp4d/F001/frame_026017.png,0,F001
26000,27000,59.68703419825622,2.0892428671823224,0,/data/bp4d/F001/frame_026497.png,0,F001
26500,27500,59.58421587372031,2.119973870821808,0,/data/bp4d/F001/frame_027018.png,1,F001
27000,28000,60.08461734108612,1.9787033067454214,0,/data/bp4d/F001/frame_027498.png,0,F001
27500,28500,60.532952804677045,1.8494356100535176,0,/data/bp4d/F001/frame_028018.png,0,F001
28000,29000,59.86885713453554,1.9790149741699752,0,/data/bp4d/F001/frame_028498.png,0,F001
28500,29500,60.24933710126362,2.061707839937281,0,/data/bp4d/F001/frame_029019.png,0,F001
29000,30000,59.81152902623384,2.0662342940686327,0,/data/bp4d/F001/frame_029499.png,0,F001
29500,30500,59.633719585650134,2.0309323238191244,0,/data/bp4d/F001/frame_030020.png,1,F001
30000,31000,59.67663506266425,2.234953017764438,0,/data/bp4d/F001/frame_030500.png,0,F001
30500,31500,58.75561639893285,2.5143784078763267,0,/data/bp4d/F001/frame_030980.png,0,F001
31000,32000,53.98171230346358,3.211012200397499,0,/data/bp4d/F001/frame_031501.png,0,F001
31500,32500,47.86410647689957,4.46284508923419,1,/data/bp4d/F001/frame_031981.png,1,F001
32000,33000,45.25447027859237,4.9309434714206555,1,/data/bp4d/F001/frame_032501.png,1,F001
32500,33500,46.47570913215987,4.9180210887757765,1,/data/bp4d/F001/frame_032981.png,1,F001
33000,34000,45.356496947660496,5.005130012359343,1,/data/bp4d/F001/frame_033502.png,1,F001
33500,34500,42.88241992833117,4.926717192904866,1,/data/bp4d/F001/frame_033982.png,1,F001
34000,35000,44.174136237978075,4.998459446839622,1,/data/bp4d/F001/frame_034503.png,1,F001
34500,35500,49.5041642901517,4.304309906342042,1,/data/bp4d/F001/frame_034983.png,1,F001
35000,36000,56.43497256194275,2.675383833004395,0,/data/bp4d/F001/frame_035503.png,1,F001
35500,36500,60.03281606569686,2.029879949541014,0,/data/bp4d/F001/frame_035983.png,1,F001
36000,37000,59.91083981383314,2.066834249134164,0,/data/bp4d/F001/frame_036504.png,0,F001
36500,37500,59.55208762680143,2.045394715906501,0,/data/bp4d/F001/frame_036984.png,0,F001
37000,38000,59.85100239844039,2.040336787724675,0,/data/bp4d/F001/frame_037505.png,1,F001
37500,38500,59.23366982581492,2.0347903184259626,0,/data/bp4d/F001/frame_037985.png,0,F001
38000,39000,60.16071627267358,1.9850468528335323,0,/data/bp4d/F001/frame_038505.png,0,F001
38500,39500,60.33851594362816,1.898512576676225,0,/data/bp4d/F001/frame_038985.png,1,F001
39000,40000,59.42030054159599,1.9842132265946715,0,/data/bp4d/F001/frame_039506.png,0,F001
39500,40500,59.76926210121565,2.098045542102241,0,/data/bp4d/F001/frame_039986.png,0,F001
40000,41000,59.50821061396263,2.203335789566742,0,/data/bp4d/F001/frame_040507.png,1,F001
40500,41500,52.12156610527631,3.7174211471088046,1,/data/bp4d/F001/frame_040987.png,1,F001
41000,42000,45.28566466136921,5.198456208019468,1,/data/bp4d/F001/frame_041507.png,1,F001
41500,42500,45.374308658545885,5.14958196551635,1,/data/bp4d/F001/frame_041987.png,1,F001
42000,43000,44.78730350361207,4.954996410451343,1,/data/bp4d/F001/frame_042508.png,1,F001
42500,43500,49.40160802325824,3.9204278932251317,1,/data/bp4d/F001/frame_042988.png,1,F001
43000,44000,48.89806527485504,4.058102856077431,1,/data/bp4d/F001/frame_043509.png,1,F001
43500,44500,44.437790137240555,5.038584559938556,1,/data/bp4d/F001/frame_043989.png,0,F001
44000,45000,44.176863926927226,4.8243774200209355,1,/data/bp4d/F001/frame_044509.png,1,F001
44500,45500,44.82281495584194,4.795663614725997,1,/data/bp4d/F001/frame_044989.png,1,F001
45000,46000,47.26888162151768,4.867643017701431,1,/data/bp4d/F001/frame_045510.png,1,F001
45500,46500,47.098379074286846,4.734001362945049,1,/data/bp4d/F001/frame_045990.png,1,F001
46000,47000,45.91654034898247,4.858331990065818,1,/data/bp4d/F001/frame_046511.png,1,F001
46500,47500,45.30686167841658,5.025559614526174,1,/data/bp4d/F001/frame_046991.png,0,F001
47000,48000,45.06722280529767,4.952473150260138,1,/data/bp4d/F001/frame_047511.png,0,F001
47500,48500,44.119532774565904,4.903673315897628,1,/data/bp4d/F001/frame_047991.png,1,F001
48000,49000,44.0160829403291,4.886674920365108,1,/data/bp4d/F001/frame_048512.png,1,F001
48500,49500,43.48616886876445,4.895230815779077,1,/data/bp4d/F001/frame_048992.png,1,F001
49000,50000,43.55034472903093,5.0472116716092605,1,/data/bp4d/F001/frame_049513.png,1,F001
49500,50500,45.779123140581234,5.068562041562654,1,/data/bp4d/F001/frame_049993.png,1,F001
50000,51000,45.67235618190703,5.051487414512841,1,/data/bp4d/F001/frame_050513.png,1,F001
50500,51500,50.48953823788784,3.932212869291065,1,/data/bp4d/F001/frame_050993.png,0,F001
51000,52000,58.08511918322672,2.3585511978508635,0,/data/bp4d/F001/frame_051514.png,0,F001
51500,52500,60.71317170110332,2.0608662043520347,0,/data/bp4d/F001/frame_051994.png,0,F001
52000,53000,61.246012971564554,2.193757669427595,0,/data/bp4d/F001/frame_052515.png,0,F001
52500,53500,59.85646331986036,1.9860106156607213,0,/data/bp4d/F001/frame_052995.png,0,F001
53000,54000,59.82260729907872,1.7777714535285596,0,/data/bp4d/F001/frame_053515.png,0,F001
53500,54500,60.505387468796414,1.8968906329980688,0,/data/bp4d/F001/frame_053995.png,0,F001
54000,55000,60.12981860099586,1.9493865441594531,0,/data/bp4d/F001/frame_054516.png,0,F001
54500,55500,59.71492480799809,2.027086870085719,0,/data/bp4d/F001/frame_054996.png,0,F001
55000,56000,59.80453026879026,2.128755679778033,0,/data/bp4d/F001/frame_055517.png,0,F001
55500,56500,56.11857606099257,2.680304105269733,0,/data/bp4d/F001/frame_055997.png,0,F001
56000,57000,50.1309041967718,4.058492718219445,1,/data/bp4d/F001/frame_056517.png,1,F001
56500,57500,48.2932257321287,4.492586819669988,1,/data/bp4d/F001/frame_056997.png,1,F001
57000,58000,52.43381169808276,3.265564890442945,0,/data/bp4d/F001/frame_057518.png,0,F001
57500,58500,51.54355914479658,3.6372883961672158,1,/data/bp4d/F001/frame_057998.png,1,F001
58000,59000,46.70349232574583,5.029777752765184,1,/data/bp4d/F001/frame_058519.png,1,F001
58500,59500,45.921108526173846,5.083709459471017,1,/data/bp4d/F001/frame_058999.png,1,F001
0,1000,47.35757568679198,4.22845106539446,1,/data/bp4d/F002/frame_000480.png,0,F002
500,1500,47.13445586329075,4.380683420013943,1,/data/bp4d/F002/frame_001000.png,1,F002
1000,2000,54.66240551550286,3.0352803439547076,0,/data/bp4d/F002/frame_001480.png,0,F002
1500,2500,60.270458440953874,2.2095594972171972,0,/data/bp4d/F002/frame_002001.png,0,F002
2000,3000,60.63830474307266,2.0561727535718033,0,/data/bp4d/F002/frame_002481.png,0,F002
2500,3500,60.31414083327608,1.9731599094159042,0,/data/bp4d/F002/frame_003002.png,0,F002
3000,4000,59.67372724945511,2.228743754488579,0,/data/bp4d/F002/frame_003482.png,1,F002
3500,4500,58.88957136682704,2.183580881338136,0,/data/bp4d/F002/frame_004002.png,0,F002
4000,5000,60.180758010514324,1.9177491920447316,0,/data/bp4d/F002/frame_004482.png,0,F002
4500,5500,61.63999213355433,1.8994445029826357,0,/data/bp4d/F002/frame_005003.png,0,F002
5000,6000,60.80575611638493,2.011987420483575,0,/data/bp4d/F002/frame_005483.png,0,F002
5500,6500,59.0335277791662,2.120261588118391,0,/data/bp4d/F002/frame_006004.png,1,F002
6000,7000,59.84931783622784,2.013916646891051,0,/data/bp4d/F002/frame_006484.png,0,F002
6500,7500,60.826768125478566,1.929308309012788,0,/data/bp4d/F002/frame_007004.png,0,F002
7000,8000,52.869250775005376,3.3702339534831003,0,/data/bp4d/F002/frame_007484.png,0,F002
7500,8500,44.93723739802948,4.920188863725873,1,/data/bp4d/F002/frame_008005.png,1,F002
8000,9000,45.377446643288025,4.957866552788737,1,/data/bp4d/F002/frame_008485.png,1,F002
8500,9500,45.77118069071962,4.950420952565622,1,/data/bp4d/F002/frame_009006.png,1,F002
9000,10000,44.37087477629731,4.8911154974352025,1,/data/bp4d/F002/frame_009486.png,1,F002
9500,10500,45.38907672009136,4.9879614468209885,1,/data/bp4d/F002/frame_010006.png,1,F002
10000,11000,48.781378611879376,4.316414382263301,1,/data/bp4d/F002/frame_010486.png,1,F002
10500,11500,47.18561983645866,4.289406612534936,1,/data/bp4d/F002/frame_011007.png,1,F002
11000,12000,44.718182820310666,5.074841879639786,1,/data/bp4d/F002/frame_011487.png,0,F002
11500,12500,44.00692455961926,4.994263706872228,1,/data/bp4d/F002/frame_012008.png,1,F002
12000,13000,47.282940136044914,4.4098971243884515,1,/data/bp4d/F002/frame_012488.png,0,F002
12500,13500,49.47279680923622,3.879609773325781,1,/data/bp4d/F002/frame_013008.png,1,F002
13000,14000,52.80487599725663,3.163426327008267,0,/data/bp4d/F002/frame_013488.png,1,F002
13500,14500,56.42562404249927,2.7387419968588613,0,/data/bp4d/F002/frame_014009.png,0,F002
14000,15000,49.83820593530429,4.090539462864714,1,/data/bp4d/F002/frame_014489.png,1,F002
14500,15500,45.41045820686222,4.963729945894198,1,/data/bp4d/F002/frame_015010.png,1,F002
15000,16000,45.59956990441015,4.800516257069143,1,/data/bp4d/F002/frame_015490.png,1,F002
15500,16500,44.46750890547619,4.9180187177707015,1,/data/bp4d/F002/frame_016010.png,1,F002
16000,17000,43.92243069665349,5.138358646351929,1,/data/bp4d/F002/frame_016490.png,1,F002
16500,17500,47.35627600639262,4.35074773140096,1,/data/bp4d/F002/frame_017011.png,0,F002
17000,18000,47.307372002225875,4.08786621121648,1,/data/bp4d/F002/frame_017491.png,1,F002
17500,18500,43.63730748541214,4.894655993134597,1,/data/bp4d/F002/frame_018012.png,1,F002
18000,19000,42.82469775829734,5.09508620768807,1,/data/bp4d/F002/frame_018492.png,1,F002
18500,19500,43.49369548777846,5.05590493486694,1,/data/bp4d/F002/frame_019012.png,1,F002
19000,20000,50.71521825812847,3.718638067014236,1,/data/bp4d/F002/frame_019492.png,1,F002
19500,20500,58.87695265787695,2.0975998808510976,0,/data/bp4d/F002/frame_020013.png,0,F002
20000,21000,60.07281330151324,1.860011796902448,0,/data/bp4d/F002/frame_020493.png,0,F002
20500,21500,59.71180519137427,2.0227095668873045,0,/data/bp4d/F002/frame_021014.png,0,F002
21000,22000,60.627118832812315,1.974072381352247,0,/data/bp4d/F002/frame_021494.png,1,F002
21500,22500,61.71533930791016,1.915052297450396,0,/data/bp4d/F002/frame_022014.png,0,F002
22000,23000,61.598628067768516,2.041173878912545,0,/data/bp4d/F002/frame_022494.png,1,F002
22500,23500,60.23978359508491,1.975733954136254,0,/data/bp4d/F002/frame_023015.png,0,F002
23000,24000,58.2356431736081,2.176719993528336,0,/data/bp4d/F002/frame_023495.png,0,F002
23500,24500,54.15439258547384,3.2506421343983862,0,/data/bp4d/F002/frame_024016.png,0,F002
24000,25000,47.56421035309872,4.379994301697826,1,/data/bp4d/F002/frame_024496.png,1,F002
24500,25500,45.46847893407074,4.990910935450948,1,/data/bp4d/F002/frame_025016.png,1,F002
25000,26000,47.77163040405757,5.076506500352958,1,/data/bp4d/F002/frame_025496.png,1,F002
25500,26500,46.32929827787746,4.861589867923984,1,/data/bp4d/F002/frame_026017.png,1,F002
26000,27000,45.201370953775,4.900382201525857,1,/data/bp4d/F002/frame_026497.png,1,F002
26500,27500,45.086418744770036,4.985201662577236,1,/data/bp4d/F002/frame_027018.png,0,F002
27000,28000,44.357141463276264,4.830926112473208,1,/data/bp4d/F002/frame_027498.png,1,F002
27500,28500,48.37567496076453,4.296775175629536,1,/data/bp4d/F002/frame_028018.png,1,F002
28000,29000,55.51373993636864,2.9849752162141594,0,/data/bp4d/F002/frame_028498.png,0,F002
28500,29500,59.62313526142703,1.9819815222264867,0,/data/bp4d/F002/frame_029019.png,0,F002
29000,30000,59.33024369027936,2.0478997211706997,0,/data/bp4d/F002/frame_029499.png,0,F002
29500,30500,59.02814560888576,1.89411254582189,0,/data/bp4d/F002/frame_030020.png,0,F002
30000,31000,60.79500436510152,1.864406519740194,0,/data/bp4d/F002/frame_030500.png,0,F002
30500,31500,60.17729286920435,2.0849303078888806,0,/data/bp4d/F002/frame_030980.png,1,F002
31000,32000,58.50223794061673,2.0751734800051924,0,/data/bp4d/F002/frame_031501.png,0,F002
31500,32500,60.025710351120885,1.9717277554964552,0,/data/bp4d/F002/frame_031981.png,0,F002
32000,33000,59.81016865915643,2.0562231932151267,0,/data/bp4d/F002/frame_032501.png,0,F002
32500,33500,60.0855337919407,2.190403906443627,0,/data/bp4d/F002/frame_032981.png,0,F002
33000,34000,60.34338726933889,2.1108759447468572,0,/data/bp4d/F002/frame_033502.png,0,F002
33500,34500,60.08323499446803,2.1234509013402563,0,/data/bp4d/F002/frame_033982.png,0,F002
34000,35000,60.50859649841439,2.1619355889110157,0,/data/bp4d/F002/frame_034503.png,0,F002
34500,35500,59.724620694155476,1.9304218941884779,0,/data/bp4d/F002/frame_034983.png,0,F002
35000,36000,60.115086712037694,1.9041603802941398,0,/data/bp4d/F002/frame_035503.png,0,F002
35500,36500,56.27346198761133,3.023381203976003,0,/data/bp4d/F002/frame_035983.png,0,F002
36000,37000,48.020756974078374,4.533656392792036,1,/data/bp4d/F002/frame_036504.png,1,F002
36500,37500,44.827643857666835,5.048226754337433,1,/data/bp4d/F002/frame_036984.png,1,F002
37000,38000,45.58728011174152,4.801675169486392,1,/data/bp4d/F002/frame_037505.png,1,F002
37500,38500,45.68264024124716,4.915838929646675,1,/data/bp4d/F002/frame_037985.png,1,F002
38000,39000,45.07458373121969,5.178785424188199,1,/data/bp4d/F002/frame_038505.png,0,F002
38500,39500,44.189737888832276,4.87260661744647,1,/data/bp4d/F002/frame_038985.png,0,F002
39000,40000,44.19204152369685,4.913070471767373,1,/data/bp4d/F002/frame_039506.png,1,F002
39500,40500,45.29304635710238,5.064091630099437,1,/data/bp4d/F002/frame_039986.png,1,F002
40000,41000,43.54302880447592,5.0629416805671745,1,/data/bp4d/F002/frame_040507.png,1,F002
40500,41500,46.17307265372431,4.3406000359619865,1,/data/bp4d/F002/frame_040987.png,1,F002
41000,42000,49.64458437195662,3.775899917212106,1,/data/bp4d/F002/frame_041507.png,1,F002
41500,42500,45.88218586578358,4.52847251440478,1,/data/bp4d/F002/frame_041987.png,1,F002
42000,43000,44.162902405316096,5.054492367011285,1,/data/bp4d/F002/frame_042508.png,1,F002
42500,43500,45.63520653411388,5.133445859760392,1,/data/bp4d/F002/frame_042988.png,1,F002
43000,44000,45.89738199358464,5.2472105892603675,1,/data/bp4d/F002/frame_043509.png,1,F002
43500,44500,45.5432941675196,4.947539920962136,1,/data/bp4d/F002/frame_043989.png,1,F002
44000,45000,47.236365624224916,4.519334162402797,1,/data/bp4d/F002/frame_044509.png,1,F002
44500,45500,46.179094143717904,4.6049590451169395,1,/data/bp4d/F002/frame_044989.png,1,F002
45000,46000,44.77821325242692,4.864308507156048,1,/data/bp4d/F002/frame_045510.png,1,F002
45500,46500,46.27479848076154,4.969702661006255,1,/data/bp4d/F002/frame_045990.png,1,F002
46000,47000,45.27065792639914,4.977645815192337,1,/data/bp4d/F002/frame_046511.png,1,F002
46500,47500,44.269855578101755,5.001407410475838,1,/data/bp4d/F002/frame_046991.png,1,F002
47000,48000,49.50756185838323,3.8922611395065743,1,/data/bp4d/F002/frame_047511.png,1,F002
47500,48500,51.5782939057206,3.4854212653900483,1,/data/bp4d/F002/frame_047991.png,1,F002
48000,49000,53.20346244465791,3.0523785719914627,0,/data/bp4d/F002/frame_048512.png,0,F002
48500,49500,59.02829743571325,1.9699237723481875,0,/data/bp4d/F002/frame_048992.png,0,F002
49000,50000,56.39202727161025,2.7279883676056693,0,/data/bp4d/F002/frame_049513.png,0,F002
49500,50500,50.86285570633776,3.9229881151728923,1,/data/bp4d/F002/frame_049993.png,1,F002
50000,51000,48.537888563032304,4.268556181323233,1,/data/bp4d/F002/frame_050513.png,1,F002
50500,51500,53.42336867698266,3.128630825307561,0,/data/bp4d/F002/frame_050993.png,0,F002
51000,52000,59.73172653643364,1.9697445661609039,0,/data/bp4d/F002/frame_051514.png,0,F002
51500,52500,60.686102035432725,1.9258385269741332,0,/data/bp4d/F002/frame_051994.png,0,F002
52000,53000,56.44051470066486,2.940922068308958,0,/data/bp4d/F002/frame_052515.png,0,F002
52500,53500,47.966572377278425,4.241725343456025,1,/data/bp4d/F002/frame_052995.png,1,F002
53000,54000,47.868465028142744,4.155087790684758,1,/data/bp4d/F002/frame_053515.png,1,F002
53500,54500,55.990835696820774,2.865862833737872,0,/data/bp4d/F002/frame_053995.png,0,F002
54000,55000,58.649303160967186,2.2919880816852785,0,/data/bp4d/F002/frame_054516.png,0,F002
54500,55500,58.630436584162844,2.483953565845921,0,/data/bp4d/F002/frame_054996.png,0,F002
55000,56000,58.89733852246152,2.2946895817758755,0,/data/bp4d/F002/frame_055517.png,1,F002
55500,56500,58.354481872203685,2.098885606762718,0,/data/bp4d/F002/frame_055997.png,0,F002
56000,57000,58.62042118043955,2.03317099149554,0,/data/bp4d/F002/frame_056517.png,1,F002
56500,57500,59.70592382317217,2.012718552446062,0,/data/bp4d/F002/frame_056997.png,0,F002
57000,58000,61.590794907747366,2.0389892907479266,0,/data/bp4d/F002/frame_057518.png,0,F002
57500,58500,59.92819211950473,1.9767118442016636,0,/data/bp4d/F002/frame_057998.png,0,F002
58000,59000,58.51082099075426,1.9728248508906443,0,/data/bp4d/F002/frame_058519.png,0,F002
58500,59500,59.36455780098615,2.138584016068499,0,/data/bp4d/F002/frame_058999.png,0,F002
0,1000,57.878145340363524,2.422634670752238,0,/data/bp4d/F003/frame_000480.png,1,F003
500,1500,57.557545027701714,2.441236195743386,0,/data/bp4d/F003/frame_001000.png,1,F003
1000,2000,54.65707374548422,3.0200702129843524,0,/data/bp4d/F003/frame_001480.png,0,F003
1500,2500,48.377077199193735,4.245902986661422,1,/data/bp4d/F003/frame_002001.png,1,F003
2000,3000,44.22148157895026,4.97289788016433,1,/data/bp4d/F003/frame_002481.png,1,F003
2500,3500,43.600968717344095,5.0161569023817645,1,/data/bp4d/F003/frame_003002.png,0,F003
3000,4000,44.14068496297895,5.143004005246229,1,/data/bp4d/F003/frame_003482.png,1,F003
3500,4500,45.49779106847707,5.039431176085654,1,/data/bp4d/F003/frame_004002.png,1,F003
4000,5000,45.05945098801633,4.832289897105158,1,/data/bp4d/F003/frame_004482.png,1,F003
4500,5500,44.95686547357682,4.825101115329911,1,/data/bp4d/F003/frame_005003.png,1,F003
5000,6000,44.37670038014147,4.996792377766397,1,/data/bp4d/F003/frame_005483.png,1,F003
5500,6500,46.17412618698623,4.625862680890434,1,/data/bp4d/F003/frame_006004.png,1,F003
6000,7000,50.870601720055305,4.012369926845035,1,/data/bp4d/F003/frame_006484.png,1,F003
6500,7500,56.87085655171127,2.79746965475792,0,/data/bp4d/F003/frame_007004.png,0,F003
7000,8000,60.07247596511476,1.8755224996934248,0,/data/bp4d/F003/frame_007484.png,0,F003
7500,8500,60.03436342792942,1.8581600008431054,0,/data/bp4d/F003/frame_008005.png,0,F003
8000,9000,57.13830032868128,2.7664395011280236,0,/data/bp4d/F003/frame_008485.png,0,F003
8500,9500,49.53183307306608,4.353987572778919,1,/data/bp4d/F003/frame_009006.png,1,F003
9000,10000,44.89212853289034,4.7646313579016555,1,/data/bp4d/F003/frame_009486.png,1,F003
9500,10500,44.242564785520386,4.824722284022851,1,/data/bp4d/F003/frame_010006.png,0,F003
10000,11000,44.76259621751984,5.010822536291365,1,/data/bp4d/F003/frame_010486.png,1,F003
10500,11500,45.53910851370331,5.006178865233514,1,/data/bp4d/F003/frame_011007.png,0,F003
11000,12000,44.808963564388904,4.992327934613365,1,/data/bp4d/F003/frame_011487.png,0,F003
11500,12500,43.8771371633956,4.928522884670804,1,/data/bp4d/F003/frame_012008.png,1,F003
12000,13000,44.57768892487743,5.123868549700323,1,/data/bp4d/F003/frame_012488.png,1,F003
12500,13500,45.93697828770597,5.104205278877308,1,/data/bp4d/F003/frame_013008.png,1,F003
13000,14000,45.73581426820553,4.920388857429151,1,/data/bp4d/F003/frame_013488.png,1,F003
13500,14500,45.37493283212761,5.125251913856032,1,/data/bp4d/F003/frame_014009.png,1,F003
14000,15000,44.26070572395916,5.162383186087187,1,/data/bp4d/F003/frame_014489.png,1,F003
14500,15500,44.10670488846926,5.031250768461815,1,/data/bp4d/F003/frame_015010.png,1,F003
15000,16000,45.54930098449193,5.0535759875896,1,/data/bp4d/F003/frame_015490.png,1,F003
15500,16500,44.664061849419305,5.070943675389381,1,/data/bp4d/F003/frame_016010.png,1,F003
16000,17000,43.96217541182038,4.906429407914799,1,/data/bp4d/F003/frame_016490.png,0,F003
16500,17500,44.81513439180871,4.946343381166837,1,/data/bp4d/F003/frame_017011.png,1,F003
17000,18000,43.84568995004668,5.23592242805733,1,/data/bp4d/F003/frame_017491.png,0,F003
17500,18500,42.4225333649539,5.198204853324237,1,/data/bp4d/F003/frame_018012.png,1,F003
18000,19000,43.13544827295777,5.09104471473895,1,/data/bp4d/F003/frame_018492.png,1,F003
18500,19500,44.67204641284417,5.008637278497,1,/data/bp4d/F003/frame_019012.png,0,F003
19000,20000,46.89739546182811,4.770870701422316,1,/data/bp4d/F003/frame_019492.png,0,F003
19500,20500,50.09105964013819,4.194841889433187,1,/data/bp4d/F003/frame_020013.png,1,F003
20000,21000,56.06901464590392,3.0078607792759158,0,/data/bp4d/F003/frame_020493.png,0,F003
20500,21500,59.80096436264366,2.037405725021371,0,/data/bp4d/F003/frame_021014.png,0,F003
21000,22000,58.82405189559065,2.039545702740044,0,/data/bp4d/F003/frame_021494.png,0,F003
21500,22500,59.85499761562125,2.065133327729588,0,/data/bp4d/F003/frame_022014.png,0,F003
22000,23000,60.29644184053768,2.035791243504687,0,/data/bp4d/F003/frame_022494.png,1,F003
22500,23500,60.66910844897967,1.996562239397929,0,/data/bp4d/F003/frame_023015.png,0,F003
23000,24000,61.61850647083216,1.828814047164278,0,/data/bp4d/F003/frame_023495.png,0,F003
23500,24500,59.78242721774832,1.9647027935254144,0,/data/bp4d/F003/frame_024016.png,0,F003
24000,25000,59.51853246164813,2.023677994585218,0,/data/bp4d/F003/frame_024496.png,1,F003
24500,25500,61.33311296906742,2.0099587326202544,0,/data/bp4d/F003/frame_025016.png,1,F003
25000,26000,61.20010277733035,2.0080072273362806,0,/data/bp4d/F003/frame_025496.png,0,F003
