source_id,source_domain,relative_path,absolute_path,file_extension,file_size_bytes,file_sha256,pixel_sha256,perceptual_hash,width,height,channels,face_count,largest_face_width,largest_face_height,decode_status,license_status,provenance_status,status,exclusion_reasons
ffhq:00018.png,FFHQ,00018.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00018.png,.png,110475,277eb78df9b004f08014b4b18ffbd49b1089e6e40dd75c04a7709e3c614ef5f9,18ca8db9d7cefbe4ca1299eb873a2dab6ac43b87d3fb4f26715f7afde2b1e544,0111000111100000111100001011000011100000111100001111000011100001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00019.png,FFHQ,00019.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00019.png,.png,100594,8e507003a229c57eff2e7aaa7ec697b923a177b91c76d92d97c354b061ce253a,fc4a1072a61a864a9aee490cfb9bec166059fddda2ced1a07377797caf2c0f3d,0001111001000010011000110101001111010111110001110110010001100001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00020.png,FFHQ,00020.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00020.png,.png,111078,04cec0a46fe8e192d2c0b27e08e030d3501953ff17dfa04f702f94cd20b34f62,0f886419e27a94c86c81c194c08285832a05804d3f26569a4e460e78333dafe1,1101110111010100111100001101000011100000111000001011000010110011,256,256,3,1,134,175,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00021.png,FFHQ,00021.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00021.png,.png,101377,07faf5fefb8589e88f922b41816d88573c02a192356696f6206ab89afcd5a443,0b494b264a11674dc3379db7f2289862713ce77c1509c4f354d87a6d44c74e66,0001111100111001011110010011010101110100011111100011101000111010,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00022.png,FFHQ,00022.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00022.png,.png,119849,3355fe4eab895d1cd59121fe7f587a6cb5a074fd125e878807ab301d73a0c634,fe8ceba4818d6eefdd01ccac18477a565c84d052fb9ffec07e204e71d344aed6,1000111110110011101100011011010111110101101101001011000110011111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00023.png,FFHQ,00023.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00023.png,.png,99824,000a6cbc57b074446571c72bb42f92aa7b2df3ec98e9ef507801399e530bfc8b,96b0b4141a567a5834f467a6a597dcc69678d83162a85f50f5e92be2c65053e8,1111111110000111101100111011001111101001110101011011001010110100,256,256,3,1,134,182,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00024.png,FFHQ,00024.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00024.png,.png,113916,d77efc0e79ba17ba9ae54d221d8477b067e51e72f36d10ba3f06459647ecd560,038fc68593cc0125c3e68b883fdb4705488f10d052cb166c47c5fce018dcd2ee,1100011111001100100110000001010001110110111110101101000010110001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00025.png,FFHQ,00025.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00025.png,.png,117967,7b9b48cbed9e2d81c6b1b3ca17f74178043c2b0a632a808e6f9697ff925dc5d6,613c1b1f35f888d4c9ef8ee1695358b506d0caa9edc349cf6c7456b004e93089,1110011001000011111000111001011101010111010101010110000101001001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00026.png,FFHQ,00026.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00026.png,.png,120606,bc9f6d00c6c3dd37071b88ad08c70ae6bbb9e3223f5ca52dc48760cc0992ae76,71dd7f76bd444a30970025021c96f27616dd6f8a11523d6af88458b45248f0b4,1110100110001010101100110111001101101001111011001010110010010101,256,256,3,1,141,156,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00027.png,FFHQ,00027.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00027.png,.png,115482,9061a22ba3c2ae09518190663d3debf8b4b2a5ce269713eb99fb8236cc37a2c0,d91cd796fb3424b4a2d813231e90c6df6eb196e2efbce765021c584d9ba3ff88,1001110111110001011110000111000111101011111011000111100110000001,256,256,3,1,17,30,ok,verify_per_image_metadata,dataset_metadata_required,rejected,face_below_size_threshold;license_review_required;provenance_review_required
ffhq:00028.png,FFHQ,00028.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00028.png,.png,99053,3f89449ff45fd2ddd68b655456a7d81b574dfc27f25b0e0069e99a8f288cf0d3,faddc16c5131780a186b57bc48288e637f50a392f1495ec3ba21a4c0d269a1e2,0111100011111000111110000111010001111000001111000011100100111001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00029.png,FFHQ,00029.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00029.png,.png,98045,bfa35cd11366654d7d3ff5c641b692eb345d06a3faeef1cbd2ff83fdbbb946de,eb754acda12ad7abfa40e8badcfd410ee1412a13b229f316ec862dd91331dc70,1100111110011011101100011011000111111000111110011011000000110000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00030.png,FFHQ,00030.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00030.png,.png,96967,f3e5368e21d65dabe2fb21d8a15fc08722aa46a9fd0dfb29afaab17813a0db31,462fb3eb1a1dd2fa32ec711f89bd8267634cda679910bea1d08ee45479387cec,0111100011110001011100001111000011101000111111000111100000110000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00031.png,FFHQ,00031.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00031.png,.png,94333,60d753d73423c2efbbdbae68eced50e377af372f947a3ed19ec3386e0023aaaf,eadc7e4c6089f6d6de094ad539b069da7550bf47dbe1f1535c2d1f93d2062ff9,0111000111110000110100001001000010001000100010001011100011011000,256,256,3,1,133,175,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00032.png,FFHQ,00032.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00032.png,.png,106302,9b24138005f81636ff947f0c196a5a2e00eaceccab584007a988e1cc70d57ab3,b18990bdd6872d718a1b7aba142d07fa0290f2fb8d68d55d22b0d68bfd00047a,1011110010111000101110001011000011111000111110001111100011110010,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00033.png,FFHQ,00033.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00033.png,.png,98405,2b233641a5545cd9f269e2162b7fe9cc11796722fb17c6fd967d516aa79ba2f4,14abfb8dfb090cc37de95b2af1fed03f73bbb06c2254440cbab244e6b30315eb,1110101111100011110100011001000111010001110100001100000011110000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00034.png,FFHQ,00034.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00034.png,.png,90271,cb2e0fafc8463b33d318cd3437a8236827163a9788f4903376c80cc25af83cdb,4c1ea179e49a9a5b18cf7011f890e28d64d225ddbd8f59f4f93a6795f695cb87,1111110011111000111110000111010101110101011100000011100010110010,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00035.png,FFHQ,00035.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00035.png,.png,87702,23c2bb5abca6006c5bc1714beb675bb5e4027bc0753d230a6190681390bb0a45,780bd89d0ff6fe52919c07516dc1ebcbbc8a75e18aa7757cf7459d523888ab82,0110010111101000100010001000110000000101110011001100100111100011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00036.png,FFHQ,00036.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00036.png,.png,114971,ce5cec870b7e8780992141ab3aad920d318070c983fa8ce38300f2bdf34be909,c5334e990a278a74837d41207da9dff722553d56411b294357b3a44038295f72,1010000010000100101100011101000111101001010100000101010101100101,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00037.png,FFHQ,00037.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00037.png,.png,100870,2a0430269211ff8e6356b052368b97387d2d7fd15bea2b635631d69c49666587,c5faddf8d372433628bf21711182cc603615c737bd48f28ee26332618650a6df,1000111000110011001100110011001100111011101100110011001100110001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00038.png,FFHQ,00038.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00038.png,.png,102981,a8ec3ab14a2535b91bfcdfe6c7bf81170db40670007eeee1a2dd29fd2436bfde,cfa0ee86c4d4e346e6c2e12173a0e33dcf7e46ccc69ac863fa88c1f0bd260e49,1000001100110001011100111101000111001001100011011100100111110001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00039.png,FFHQ,00039.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00039.png,.png,107009,ce30f7f4d7a3b1cab04e43a344d6a59e25a8cabe6feee2f1f32cef11b883d618,048907cf558450a9ef72f8022f2672c47dfe549c43674c5ea1b7a8a69582c508,1111000111100000111100011001000110110001000010010010000001100100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00040.png,FFHQ,00040.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00040.png,.png,115643,e7ab251aed683dff2b082d046ee1afa5fe63954a7b65755a36e60ceda9d122da,76aebd65becd107995a641662a9ace7a47d33f3a543ab209721d59e2aef9c863,1000010100110011011100010101010101101001011010011010101110101011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00041.png,FFHQ,00041.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00041.png,.png,105835,40993c7f4ae4ff16dd9f188af40a9183a6b404d140fafbd3c81fafa897129e46,f93aac99ebdf5b16484456793b33414557e04358c5be4b1faca55ea54969707f,1110010110100001111000011101000111000110111001101100001011000010,256,256,3,1,132,177,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00042.png,FFHQ,00042.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00042.png,.png,101977,b7689146b4cb73775dd7861cd65c791e1c92c49c8dcda07ad4e83643673f9479,02500017a5286f70cd5fe39935ad3f958621bfd71ebec311497d621d0205e1d4,1100111110100011011000110001001111000011000001110010011110000111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00043.png,FFHQ,00043.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00043.png,.png,107237,1d85dbbc21ebc00d8f1ed8116a05b0b00ff8fb491ed4cdfa1070d715c8b5ab06,fb0e482d4304fcf3e0ae88b15c5070dd30791e1712b2a5f25dad96901f24bd7c,1001111011101011011010011101000111100001111000011110000110100101,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00044.png,FFHQ,00044.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00044.png,.png,105515,c678fe4ff08679bc9fb0bcdf7dc2ccbef631a14d160784d5ca55b6463ebdc684,433a32eda01a5a62326043f333be30353cf5f11ce3654247d68fe12375aee4bd,1111110111111011111101111111001111101011111000011111000111010001,256,256,3,1,123,167,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00045.png,FFHQ,00045.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00045.png,.png,101251,f9414c0e4830717892e693e78690f61a2705381ce9013ce2870ed37e4c090d1b,51efd5f84324fdae1f5bf596c5fae55f4ccd921071bdf1c24be3e638baeed509,1010010001111000010110000101010101011100010111000001100010111000,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00046.png,FFHQ,00046.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00046.png,.png,103894,32f6c975d70583243a6a7db0566e74d78f67f85d64f1076f4b5aa0dc1322b335,d8f0abd5c84cda5fbecffb4d49237fd951c5b94840f185332f1f9a1eff432f83,0011111100011001100110110001011110010100100000111000001000000100,256,256,3,1,63,101,ok,verify_per_image_metadata,dataset_metadata_required,rejected,face_below_size_threshold;license_review_required;provenance_review_required
ffhq:00047.png,FFHQ,00047.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00047.png,.png,120348,ee0fac836f3d800e9b20c7648aea316b1150db9462f99f3a2ec1262294694b8e,ec9a9a2b3fa86deaa6a399511bdac92d2cc0f008db846cd6852b5cc7cd27d2b8,0000110100110010101100001011000000101000011100000011001010110001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00048.png,FFHQ,00048.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00048.png,.png,97393,4e7de97a0838ba3cf5b28c52af3bc881839e6ecd8a9a5d1c0f33df9c0f544020,cd95234a7483927a1f6af7cb9379f53d8e660a9e8908deb444dfabf4a34cc750,0001011001110011011100110001011100010111000011111110111110111111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00049.png,FFHQ,00049.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00049.png,.png,104229,e8afb8f7ce51f39d2b32165044a3d3cb80dcdca4a2bec8c10e932af8fa513fd4,b8db298441e3d77720347361a38fef351b799a7856b4609b36e53b6cc88be6e8,1110011110000111001100110011000101111101001111001011100100011001,256,256,3,1,31,38,ok,verify_per_image_metadata,dataset_metadata_required,rejected,face_below_size_threshold;license_review_required;provenance_review_required
ffhq:00050.png,FFHQ,00050.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00050.png,.png,103931,b90bf485004a3aad51e20544c0ea40d1e4648319d421b7ace26b7ea2c1162b23,300070a350034814ff7ca667d2cf945388b4779172093722f54bd64c6c68705b,1001011010010011011100010011000010101000011010011111011111100110,256,256,3,1,140,171,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00051.png,FFHQ,00051.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00051.png,.png,89802,51f7896d9018f9f54405a250e0b1c44a15f405bd2e58a921e50f76676c7592ab,2f464e7a18f68147575b8fd5add3c093eed716cc4e38f152a728284bc1c72ef7,0111000101111000001001010011010000110101010110011100101110000111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00052.png,FFHQ,00052.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00052.png,.png,114028,03f1165914ba421971042561f183deed96423b4e0b4ac155b8ce3ced9d73f093,10b657958b98ec59af6cf9419a0f4a335a104f0d6668288b1c7a45a6a964f6c6,1001010000110011111100011111001010110000011000001011001011000010,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00053.png,FFHQ,00053.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00053.png,.png,114721,868054e7b480fb57535701f10bbde2770ffe3585ca6841168c699b4f8f709113,74de46b6444aefe105d39b00ba558d37a39ad5acdd90ee8428bb1571ffd625c0,1001101111001111011110010111010101110010011010101011011111000110,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00054.png,FFHQ,00054.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00054.png,.png,88969,db820ebfbe1414b22cd721f43e090a20a26eded35a5d492f6501035dd69bdd86,eb96495c4f32b60c543d71e9ee130c26b697ae9f13a270614d6c66a3a0c2052f,0000111100110011011000010101011100000111000001110011011100001011,256,256,3,1,138,173,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00055.png,FFHQ,00055.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00055.png,.png,83457,c3c31170644d2d02f2b746c900970105044b84e5c5678d3ef91ff71370b2b624,856a429baa0db30303d330ed59d28762c86f72cd4b367f64b98c4fb68d072137,1101111110100111101001110111001101110001011010010111000101110011,256,256,3,1,133,171,ok,verify_per_image_metadata,dataset_metadata_required,pending_review,license_review_required;provenance_review_required
ffhq:00056.png,FFHQ,00056.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00056.png,.png,95477,6e9650cf6eb6eb2c8c5e7bad6b91fb8f8ed8699edc8e0bd95452bee86352488c,9ff2173f7aa9c2597828393081b0b89a9bb4b54801ec342fcd22b5f90501f2ce,0001111000011100010111000001010001011100100111001001100010011001,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00057.png,FFHQ,00057.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00057.png,.png,112530,962aed9d5fff40a8b1647fcaba5b1b0f6ff4c7fbd5b39d021ed27e5f112f3e4b,7635a06d278c467380404777d08333af3923a9af892bcd42416b04e62dd0cbbe,1100111011100111111000011101011111000111110001111111001010000111,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00058.png,FFHQ,00058.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00058.png,.png,94550,0002ff81227efd13d56421843ab463e286dabf99ad41d082dadf2d33128517a0,f3a8b2702c562c1cf6f8a9056b5915e25492388cb7c8f668d8c4a4408aedf171,0001110001111000011110000101001101101000011010000011000001010100,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
ffhq:00059.png,FFHQ,00059.png,C:\Users\USERAS\thesis_project\data\raw\FFHQ\00059.png,.png,109267,435cec7b62942767c00482c39a07aca5b907c3d1c1139bbdb8c973dcdf134be5,dd012e3ba92c075d0b3bf16e9e3798bfd443b56029b95da3e96a83e7c0be25b0,1000111100011111001110110001010101110101011111010011100100111011,256,256,3,0,,,ok,verify_per_image_metadata,dataset_metadata_required,rejected,license_review_required;no_face_detected;provenance_review_required
